year_month,uf,product,unit,volume,created_at
2008-4,MG,ÓLEO DIESEL ,m3,498150.93,2022-03-17
2008-4,BA,ÓLEO DIESEL ,m3,209252.97,2022-03-17
2008-4,SE,ÓLEO DIESEL ,m3,26535.21,2022-03-17
2008-4,AL,ÓLEO DIESEL ,m3,23904.71,2022-03-17
2008-4,PE,ÓLEO DIESEL ,m3,77102.11,2022-03-17
2008-4,PB,ÓLEO DIESEL ,m3,28281.95,2022-03-17
2008-4,RN,ÓLEO DIESEL ,m3,28872.99,2022-03-17
2008-4,CE,ÓLEO DIESEL ,m3,56098.95,2022-03-17
2008-4,PI,ÓLEO DIESEL ,m3,29845.97,2022-03-17
2008-4,MA,ÓLEO DIESEL ,m3,68667.48,2022-03-17
2008-4,TO,ÓLEO DIESEL ,m3,48525.25,2022-03-17
2008-4,AP,ÓLEO DIESEL ,m3,16229.67,2022-03-17
2008-4,PA,ÓLEO DIESEL ,m3,113924.13,2022-03-17
2008-4,RR,ÓLEO DIESEL ,m3,6061.67,2022-03-17
2008-4,AM,ÓLEO DIESEL ,m3,57983.0,2022-03-17
2008-4,AC,ÓLEO DIESEL ,m3,7604.24,2022-03-17
2008-4,RO,ÓLEO DIESEL ,m3,52185.38,2022-03-17
2008-4,DF,QUEROSENE DE AVIAÇÃO ,m3,27661.87,2022-03-17
2008-4,GO,QUEROSENE DE AVIAÇÃO ,m3,3540.78,2022-03-17
2008-4,MT,QUEROSENE DE AVIAÇÃO ,m3,3850.31,2022-03-17
2008-4,MS,QUEROSENE DE AVIAÇÃO ,m3,2064.45,2022-03-17
2008-4,RS,QUEROSENE DE AVIAÇÃO ,m3,12414.27,2022-03-17
2008-4,SC,QUEROSENE DE AVIAÇÃO ,m3,4672.7,2022-03-17
2008-4,PR,QUEROSENE DE AVIAÇÃO ,m3,10628.04,2022-03-17
2008-4,SP,QUEROSENE DE AVIAÇÃO ,m3,191627.79,2022-03-17
2008-4,RJ,QUEROSENE DE AVIAÇÃO ,m3,62864.31,2022-03-17
2008-4,ES,QUEROSENE DE AVIAÇÃO ,m3,4207.24,2022-03-17
2008-4,MG,QUEROSENE DE AVIAÇÃO ,m3,12518.49,2022-03-17
2008-4,BA,QUEROSENE DE AVIAÇÃO ,m3,22025.01,2022-03-17
2008-4,SE,QUEROSENE DE AVIAÇÃO ,m3,1739.73,2022-03-17
2008-4,AL,QUEROSENE DE AVIAÇÃO ,m3,2254.45,2022-03-17
2008-4,PE,QUEROSENE DE AVIAÇÃO ,m3,15489.64,2022-03-17
2008-4,PB,QUEROSENE DE AVIAÇÃO ,m3,1416.0,2022-03-17
2008-4,RN,QUEROSENE DE AVIAÇÃO ,m3,6771.95,2022-03-17
2008-4,CE,QUEROSENE DE AVIAÇÃO ,m3,10645.94,2022-03-17
2008-4,PI,QUEROSENE DE AVIAÇÃO ,m3,1341.43,2022-03-17
2008-4,MA,QUEROSENE DE AVIAÇÃO ,m3,2943.35,2022-03-17
2008-4,TO,QUEROSENE DE AVIAÇÃO ,m3,456.15,2022-03-17
2008-4,AP,QUEROSENE DE AVIAÇÃO ,m3,351.81,2022-03-17
2008-4,PA,QUEROSENE DE AVIAÇÃO ,m3,8859.33,2022-03-17
2008-4,RR,QUEROSENE DE AVIAÇÃO ,m3,981.07,2022-03-17
2008-4,AM,QUEROSENE DE AVIAÇÃO ,m3,13986.28,2022-03-17
2008-4,AC,QUEROSENE DE AVIAÇÃO ,m3,1074.26,2022-03-17
2008-4,RO,QUEROSENE DE AVIAÇÃO ,m3,1775.59,2022-03-17
2008-4,DF,QUEROSENE ILUMINANTE ,m3,0.0,2022-03-17
2008-4,GO,QUEROSENE ILUMINANTE ,m3,3.0,2022-03-17
2008-4,MT,QUEROSENE ILUMINANTE ,m3,46.0,2022-03-17
2008-4,MS,QUEROSENE ILUMINANTE ,m3,0.0,2022-03-17
2008-4,RS,QUEROSENE ILUMINANTE ,m3,216.96,2022-03-17
2008-4,SC,QUEROSENE ILUMINANTE ,m3,201.78,2022-03-17
2008-4,PR,QUEROSENE ILUMINANTE ,m3,44.0,2022-03-17
2008-4,SP,QUEROSENE ILUMINANTE ,m3,401.0,2022-03-17
2008-4,RJ,QUEROSENE ILUMINANTE ,m3,88.83,2022-03-17
2008-4,ES,QUEROSENE ILUMINANTE ,m3,0.0,2022-03-17
2008-4,MG,QUEROSENE ILUMINANTE ,m3,528.0,2022-03-17
2008-4,BA,QUEROSENE ILUMINANTE ,m3,93.4,2022-03-17
2008-4,SE,QUEROSENE ILUMINANTE ,m3,29.69,2022-03-17
2008-4,AL,QUEROSENE ILUMINANTE ,m3,0.0,2022-03-17
2008-4,PE,QUEROSENE ILUMINANTE ,m3,60.0,2022-03-17
2008-4,PB,QUEROSENE ILUMINANTE ,m3,10.0,2022-03-17
2008-4,RN,QUEROSENE ILUMINANTE ,m3,72.2,2022-03-17
2008-4,CE,QUEROSENE ILUMINANTE ,m3,51.0,2022-03-17
2008-4,PI,QUEROSENE ILUMINANTE ,m3,25.0,2022-03-17
2008-4,MA,QUEROSENE ILUMINANTE ,m3,115.0,2022-03-17
2008-4,TO,QUEROSENE ILUMINANTE ,m3,0.0,2022-03-17
2008-4,AP,QUEROSENE ILUMINANTE ,m3,0.0,2022-03-17
2008-4,PA,QUEROSENE ILUMINANTE ,m3,20.0,2022-03-17
2008-4,RR,QUEROSENE ILUMINANTE ,m3,0.0,2022-03-17
2008-4,AM,QUEROSENE ILUMINANTE ,m3,120.0,2022-03-17
2008-4,AC,QUEROSENE ILUMINANTE ,m3,0.0,2022-03-17
2008-4,RO,QUEROSENE ILUMINANTE ,m3,0.0,2022-03-17
2008-4,DF,GASOLINA DE AVIAÇÃO ,m3,66.4,2022-03-17
2008-4,GO,GASOLINA DE AVIAÇÃO ,m3,380.11,2022-03-17
2008-4,MT,GASOLINA DE AVIAÇÃO ,m3,655.89,2022-03-17
2008-4,MS,GASOLINA DE AVIAÇÃO ,m3,525.33,2022-03-17
2008-4,RS,GASOLINA DE AVIAÇÃO ,m3,233.44,2022-03-17
2008-4,SC,GASOLINA DE AVIAÇÃO ,m3,87.76,2022-03-17
2008-4,PR,GASOLINA DE AVIAÇÃO ,m3,518.42,2022-03-17
2008-4,SP,GASOLINA DE AVIAÇÃO ,m3,1086.13,2022-03-17
2008-4,RJ,GASOLINA DE AVIAÇÃO ,m3,97.35,2022-03-17
2008-4,ES,GASOLINA DE AVIAÇÃO ,m3,28.69,2022-03-17
2008-4,MG,GASOLINA DE AVIAÇÃO ,m3,233.83,2022-03-17
2008-4,BA,GASOLINA DE AVIAÇÃO ,m3,228.14,2022-03-17
2008-4,SE,GASOLINA DE AVIAÇÃO ,m3,0.86,2022-03-17
2008-4,AL,GASOLINA DE AVIAÇÃO ,m3,20.78,2022-03-17
2008-4,PE,GASOLINA DE AVIAÇÃO ,m3,41.99,2022-03-17
2008-4,PB,GASOLINA DE AVIAÇÃO ,m3,16.17,2022-03-17
2008-4,RN,GASOLINA DE AVIAÇÃO ,m3,58.86,2022-03-17
2008-4,CE,GASOLINA DE AVIAÇÃO ,m3,60.42,2022-03-17
2008-4,PI,GASOLINA DE AVIAÇÃO ,m3,80.28,2022-03-17
2008-4,MA,GASOLINA DE AVIAÇÃO ,m3,26.69,2022-03-17
2008-4,TO,GASOLINA DE AVIAÇÃO ,m3,86.81,2022-03-17
2008-4,AP,GASOLINA DE AVIAÇÃO ,m3,16.1,2022-03-17
2008-4,PA,GASOLINA DE AVIAÇÃO ,m3,402.04,2022-03-17
2008-4,RR,GASOLINA DE AVIAÇÃO ,m3,36.53,2022-03-17
2008-4,AM,GASOLINA DE AVIAÇÃO ,m3,79.17,2022-03-17
2008-4,AC,GASOLINA DE AVIAÇÃO ,m3,30.24,2022-03-17
2008-4,RO,GASOLINA DE AVIAÇÃO ,m3,57.64,2022-03-17
2008-4,DF,GASOLINA C ,m3,63176.08,2022-03-17
2008-4,GO,GASOLINA C ,m3,76624.69,2022-03-17
2008-4,MT,GASOLINA C ,m3,29200.39,2022-03-17
2008-4,MS,GASOLINA C ,m3,29050.96,2022-03-17
2008-4,RS,GASOLINA C ,m3,173689.19,2022-03-17
2008-4,SC,GASOLINA C ,m3,114169.41,2022-03-17
2008-4,PR,GASOLINA C ,m3,141287.98,2022-03-17
2008-4,SP,GASOLINA C ,m3,593212.59,2022-03-17
2008-4,RJ,GASOLINA C ,m3,133672.37,2022-03-17
2008-4,ES,GASOLINA C ,m3,40760.83,2022-03-17
2008-4,MG,GASOLINA C ,m3,241172.19,2022-03-17
2008-4,BA,GASOLINA C ,m3,81931.95,2022-03-17
2008-4,SE,GASOLINA C ,m3,15680.8,2022-03-17
2008-4,AL,GASOLINA C ,m3,13475.81,2022-03-17
2008-4,PE,GASOLINA C ,m3,52406.61,2022-03-17
2008-4,PB,GASOLINA C ,m3,26087.85,2022-03-17
2008-4,RN,GASOLINA C ,m3,23102.88,2022-03-17
2008-4,CE,GASOLINA C ,m3,46973.93,2022-03-17
2008-4,PI,GASOLINA C ,m3,18250.79,2022-03-17
2008-4,MA,GASOLINA C ,m3,27577.34,2022-03-17
2008-4,TO,GASOLINA C ,m3,13704.19,2022-03-17
2008-4,AP,GASOLINA C ,m3,6425.85,2022-03-17
2008-4,PA,GASOLINA C ,m3,42798.15,2022-03-17
2008-4,RR,GASOLINA C ,m3,5006.53,2022-03-17
2008-4,AM,GASOLINA C ,m3,30919.23,2022-03-17
2008-4,AC,GASOLINA C ,m3,5357.15,2022-03-17
2008-4,RO,GASOLINA C ,m3,16627.12,2022-03-17
2009-4,DF,GLP ,m3,13511.89,2022-03-17
2009-4,GO,GLP ,m3,38761.95,2022-03-17
2009-4,MT,GLP ,m3,14944.31,2022-03-17
2009-4,MS,GLP ,m3,11245.57,2022-03-17
2009-4,RS,GLP ,m3,63235.36,2022-03-17
2009-4,SC,GLP ,m3,34382.16,2022-03-17
2009-4,PR,GLP ,m3,66087.54,2022-03-17
2009-4,SP,GLP ,m3,264131.58,2022-03-17
2009-4,RJ,GLP ,m3,77990.77,2022-03-17
2009-4,ES,GLP ,m3,18248.51,2022-03-17
2009-4,MG,GLP ,m3,107402.88,2022-03-17
2009-4,BA,GLP ,m3,63108.43,2022-03-17
2009-4,SE,GLP ,m3,9588.83,2022-03-17
2009-4,AL,GLP ,m3,11473.7,2022-03-17
2009-4,PE,GLP ,m3,39952.62,2022-03-17
2009-4,PB,GLP ,m3,16218.29,2022-03-17
2009-4,RN,GLP ,m3,15683.24,2022-03-17
2009-4,CE,GLP ,m3,31340.16,2022-03-17
2009-4,PI,GLP ,m3,10515.49,2022-03-17
2009-4,MA,GLP ,m3,17359.47,2022-03-17
2009-4,TO,GLP ,m3,6306.53,2022-03-17
2009-4,AP,GLP ,m3,2259.59,2022-03-17
2009-4,PA,GLP ,m3,25276.9,2022-03-17
2009-4,RR,GLP ,m3,1323.25,2022-03-17
2009-4,AM,GLP ,m3,13521.2,2022-03-17
2009-4,AC,GLP ,m3,2311.01,2022-03-17
2009-4,RO,GLP ,m3,6560.11,2022-03-17
2009-4,DF,ETANOL HIDRATADO ,m3,18622.0,2022-03-17
2009-4,GO,ETANOL HIDRATADO ,m3,60328.49,2022-03-17
2009-4,MT,ETANOL HIDRATADO ,m3,32420.43,2022-03-17
2009-4,MS,ETANOL HIDRATADO ,m3,18638.49,2022-03-17
2009-4,RS,ETANOL HIDRATADO ,m3,37360.5,2022-03-17
2009-4,SC,ETANOL HIDRATADO ,m3,42233.91,2022-03-17
2009-4,PR,ETANOL HIDRATADO ,m3,100771.44,2022-03-17
2009-4,SP,ETANOL HIDRATADO ,m3,737570.05,2022-03-17
2009-4,RJ,ETANOL HIDRATADO ,m3,72192.85,2022-03-17
2009-4,ES,ETANOL HIDRATADO ,m3,15098.08,2022-03-17
2009-4,MG,ETANOL HIDRATADO ,m3,100248.97,2022-03-17
2009-4,BA,ETANOL HIDRATADO ,m3,46345.57,2022-03-17
2009-4,SE,ETANOL HIDRATADO ,m3,4154.5,2022-03-17
2009-4,AL,ETANOL HIDRATADO ,m3,8269.6,2022-03-17
2009-4,PE,ETANOL HIDRATADO ,m3,26660.45,2022-03-17
2009-4,PB,ETANOL HIDRATADO ,m3,8820.01,2022-03-17
2009-4,RN,ETANOL HIDRATADO ,m3,8498.34,2022-03-17
2009-4,CE,ETANOL HIDRATADO ,m3,13981.05,2022-03-17
2009-4,PI,ETANOL HIDRATADO ,m3,2551.05,2022-03-17
2009-4,MA,ETANOL HIDRATADO ,m3,11080.9,2022-03-17
2009-4,TO,ETANOL HIDRATADO ,m3,5345.02,2022-03-17
2009-4,AP,ETANOL HIDRATADO ,m3,612.15,2022-03-17
2009-4,PA,ETANOL HIDRATADO ,m3,3686.17,2022-03-17
2009-4,RR,ETANOL HIDRATADO ,m3,224.4,2022-03-17
2009-4,AM,ETANOL HIDRATADO ,m3,6105.0,2022-03-17
2009-4,AC,ETANOL HIDRATADO ,m3,960.0,2022-03-17
2009-4,RO,ETANOL HIDRATADO ,m3,4422.35,2022-03-17
2009-4,DF,ÓLEO COMBUSTÍVEL ,m3,823.7,2022-03-17
2009-4,GO,ÓLEO COMBUSTÍVEL ,m3,23162.27,2022-03-17
2009-4,MT,ÓLEO COMBUSTÍVEL ,m3,448.4,2022-03-17
2009-4,MS,ÓLEO COMBUSTÍVEL ,m3,3554.66,2022-03-17
2009-4,RS,ÓLEO COMBUSTÍVEL ,m3,10246.19,2022-03-17
2009-4,SC,ÓLEO COMBUSTÍVEL ,m3,7996.46,2022-03-17
2009-4,PR,ÓLEO COMBUSTÍVEL ,m3,11191.73,2022-03-17
2009-4,SP,ÓLEO COMBUSTÍVEL ,m3,68880.81,2022-03-17
2009-4,RJ,ÓLEO COMBUSTÍVEL ,m3,3246.14,2022-03-17
2009-4,ES,ÓLEO COMBUSTÍVEL ,m3,22126.24,2022-03-17
2009-4,MG,ÓLEO COMBUSTÍVEL ,m3,55276.13,2022-03-17
2009-4,BA,ÓLEO COMBUSTÍVEL ,m3,46083.97,2022-03-17
2009-4,SE,ÓLEO COMBUSTÍVEL ,m3,206.88,2022-03-17
2009-4,AL,ÓLEO COMBUSTÍVEL ,m3,115.33,2022-03-17
2009-4,PE,ÓLEO COMBUSTÍVEL ,m3,704.82,2022-03-17
2009-4,PB,ÓLEO COMBUSTÍVEL ,m3,174.4,2022-03-17
2009-4,RN,ÓLEO COMBUSTÍVEL ,m3,70.96,2022-03-17
2009-4,CE,ÓLEO COMBUSTÍVEL ,m3,409.0,2022-03-17
2009-4,PI,ÓLEO COMBUSTÍVEL ,m3,169.34,2022-03-17
2009-4,MA,ÓLEO COMBUSTÍVEL ,m3,12069.5,2022-03-17
2009-4,TO,ÓLEO COMBUSTÍVEL ,m3,44.8,2022-03-17
2009-4,AP,ÓLEO COMBUSTÍVEL ,m3,0.0,2022-03-17
2009-4,PA,ÓLEO COMBUSTÍVEL ,m3,79006.04,2022-03-17
2009-4,RR,ÓLEO COMBUSTÍVEL ,m3,0.0,2022-03-17
2009-4,AM,ÓLEO COMBUSTÍVEL ,m3,81588.94,2022-03-17
2009-4,AC,ÓLEO COMBUSTÍVEL ,m3,0.0,2022-03-17
2009-4,RO,ÓLEO COMBUSTÍVEL ,m3,19666.29,2022-03-17
2009-4,DF,ÓLEO DIESEL ,m3,30205.06,2022-03-17
2009-4,GO,ÓLEO DIESEL ,m3,153941.82,2022-03-17
2009-4,MT,ÓLEO DIESEL ,m3,136699.66,2022-03-17
2009-4,MS,ÓLEO DIESEL ,m3,78254.51,2022-03-17
2009-4,RS,ÓLEO DIESEL ,m3,281690.13,2022-03-17
2009-4,SC,ÓLEO DIESEL ,m3,172560.32,2022-03-17
2009-4,PR,ÓLEO DIESEL ,m3,330959.67,2022-03-17
2009-4,SP,ÓLEO DIESEL ,m3,848655.05,2022-03-17
2009-4,RJ,ÓLEO DIESEL ,m3,197200.05,2022-03-17
2009-4,ES,ÓLEO DIESEL ,m3,70047.92,2022-03-17
2009-4,MG,ÓLEO DIESEL ,m3,452727.26,2022-03-17
2009-4,BA,ÓLEO DIESEL ,m3,192555.32,2022-03-17
2009-4,SE,ÓLEO DIESEL ,m3,23387.53,2022-03-17
2009-4,AL,ÓLEO DIESEL ,m3,21459.22,2022-03-17
2009-4,PE,ÓLEO DIESEL ,m3,77864.19,2022-03-17
2009-4,PB,ÓLEO DIESEL ,m3,27092.88,2022-03-17
2009-4,RN,ÓLEO DIESEL ,m3,28674.87,2022-03-17
2009-4,CE,ÓLEO DIESEL ,m3,52135.04,2022-03-17
2009-4,PI,ÓLEO DIESEL ,m3,28927.37,2022-03-17
2009-4,MA,ÓLEO DIESEL ,m3,68455.86,2022-03-17
2009-4,TO,ÓLEO DIESEL ,m3,45077.26,2022-03-17
2009-4,AP,ÓLEO DIESEL ,m3,18522.67,2022-03-17
2009-4,PA,ÓLEO DIESEL ,m3,105970.87,2022-03-17
2009-4,RR,ÓLEO DIESEL ,m3,6060.79,2022-03-17
2009-4,AM,ÓLEO DIESEL ,m3,63129.84,2022-03-17
2009-4,AC,ÓLEO DIESEL ,m3,7081.7,2022-03-17
2009-4,RO,ÓLEO DIESEL ,m3,49469.5,2022-03-17
2009-4,DF,QUEROSENE DE AVIAÇÃO ,m3,27511.08,2022-03-17
2009-4,GO,QUEROSENE DE AVIAÇÃO ,m3,3527.05,2022-03-17
2009-4,MT,QUEROSENE DE AVIAÇÃO ,m3,3635.66,2022-03-17
2009-4,MS,QUEROSENE DE AVIAÇÃO ,m3,2792.56,2022-03-17
2009-4,RS,QUEROSENE DE AVIAÇÃO ,m3,12190.15,2022-03-17
2009-4,SC,QUEROSENE DE AVIAÇÃO ,m3,4650.4,2022-03-17
2009-4,PR,QUEROSENE DE AVIAÇÃO ,m3,12771.97,2022-03-17
2009-4,SP,QUEROSENE DE AVIAÇÃO ,m3,179015.35,2022-03-17
2009-4,RJ,QUEROSENE DE AVIAÇÃO ,m3,67180.39,2022-03-17
2009-4,ES,QUEROSENE DE AVIAÇÃO ,m3,3789.8,2022-03-17
2009-4,MG,QUEROSENE DE AVIAÇÃO ,m3,13817.97,2022-03-17
2009-4,BA,QUEROSENE DE AVIAÇÃO ,m3,22780.51,2022-03-17
2009-4,SE,QUEROSENE DE AVIAÇÃO ,m3,1356.79,2022-03-17
2009-4,AL,QUEROSENE DE AVIAÇÃO ,m3,1833.31,2022-03-17
2009-4,PE,QUEROSENE DE AVIAÇÃO ,m3,16066.26,2022-03-17
2009-4,PB,QUEROSENE DE AVIAÇÃO ,m3,1211.47,2022-03-17
2009-4,RN,QUEROSENE DE AVIAÇÃO ,m3,6607.6,2022-03-17
2009-4,CE,QUEROSENE DE AVIAÇÃO ,m3,11644.27,2022-03-17
2009-4,PI,QUEROSENE DE AVIAÇÃO ,m3,1248.09,2022-03-17
2009-4,MA,QUEROSENE DE AVIAÇÃO ,m3,2991.12,2022-03-17
2009-4,TO,QUEROSENE DE AVIAÇÃO ,m3,394.37,2022-03-17
2009-4,AP,QUEROSENE DE AVIAÇÃO ,m3,205.82,2022-03-17
2009-4,PA,QUEROSENE DE AVIAÇÃO ,m3,8651.48,2022-03-17
2009-4,RR,QUEROSENE DE AVIAÇÃO ,m3,645.9,2022-03-17
2009-4,AM,QUEROSENE DE AVIAÇÃO ,m3,11690.49,2022-03-17
2009-4,AC,QUEROSENE DE AVIAÇÃO ,m3,1335.76,2022-03-17
2009-4,RO,QUEROSENE DE AVIAÇÃO ,m3,2155.23,2022-03-17
2009-4,DF,QUEROSENE ILUMINANTE ,m3,0.0,2022-03-17
2009-4,GO,QUEROSENE ILUMINANTE ,m3,2.0,2022-03-17
2009-4,MT,QUEROSENE ILUMINANTE ,m3,0.0,2022-03-17
2009-4,MS,QUEROSENE ILUMINANTE ,m3,0.0,2022-03-17
2009-4,RS,QUEROSENE ILUMINANTE ,m3,192.0,2022-03-17
2009-4,SC,QUEROSENE ILUMINANTE ,m3,148.92,2022-03-17
2009-4,PR,QUEROSENE ILUMINANTE ,m3,56.0,2022-03-17
2009-4,SP,QUEROSENE ILUMINANTE ,m3,160.0,2022-03-17
2009-4,RJ,QUEROSENE ILUMINANTE ,m3,2.0,2022-03-17
2009-4,ES,QUEROSENE ILUMINANTE ,m3,0.0,2022-03-17
2009-4,MG,QUEROSENE ILUMINANTE ,m3,382.0,2022-03-17
2009-4,BA,QUEROSENE ILUMINANTE ,m3,19.2,2022-03-17
2009-4,SE,QUEROSENE ILUMINANTE ,m3,0.0,2022-03-17
2009-4,AL,QUEROSENE ILUMINANTE ,m3,0.0,2022-03-17
2009-4,PE,QUEROSENE ILUMINANTE ,m3,50.0,2022-03-17
2009-4,PB,QUEROSENE ILUMINANTE ,m3,5.0,2022-03-17
2009-4,RN,QUEROSENE ILUMINANTE ,m3,53.8,2022-03-17
2009-4,CE,QUEROSENE ILUMINANTE ,m3,48.0,2022-03-17
2009-4,PI,QUEROSENE ILUMINANTE ,m3,40.0,2022-03-17
2009-4,MA,QUEROSENE ILUMINANTE ,m3,110.0,2022-03-17
2009-4,TO,QUEROSENE ILUMINANTE ,m3,0.0,2022-03-17
2009-4,AP,QUEROSENE ILUMINANTE ,m3,0.0,2022-03-17
2009-4,PA,QUEROSENE ILUMINANTE ,m3,40.0,2022-03-17
2009-4,RR,QUEROSENE ILUMINANTE ,m3,0.0,2022-03-17
2009-4,AM,QUEROSENE ILUMINANTE ,m3,90.0,2022-03-17
2009-4,AC,QUEROSENE ILUMINANTE ,m3,0.0,2022-03-17
2009-4,RO,QUEROSENE ILUMINANTE ,m3,0.0,2022-03-17
2009-4,DF,GASOLINA DE AVIAÇÃO ,m3,38.15,2022-03-17
2009-4,GO,GASOLINA DE AVIAÇÃO ,m3,243.83,2022-03-17
2009-4,MT,GASOLINA DE AVIAÇÃO ,m3,525.87,2022-03-17
2009-4,MS,GASOLINA DE AVIAÇÃO ,m3,260.3,2022-03-17
2009-4,RS,GASOLINA DE AVIAÇÃO ,m3,261.52,2022-03-17
2009-4,SC,GASOLINA DE AVIAÇÃO ,m3,124.08,2022-03-17
2009-4,PR,GASOLINA DE AVIAÇÃO ,m3,468.34,2022-03-17
2009-4,SP,GASOLINA DE AVIAÇÃO ,m3,1005.85,2022-03-17
2009-4,RJ,GASOLINA DE AVIAÇÃO ,m3,127.77,2022-03-17
2009-4,ES,GASOLINA DE AVIAÇÃO ,m3,17.39,2022-03-17
2009-4,MG,GASOLINA DE AVIAÇÃO ,m3,302.61,2022-03-17
2009-4,BA,GASOLINA DE AVIAÇÃO ,m3,296.37,2022-03-17
2009-4,SE,GASOLINA DE AVIAÇÃO ,m3,0.73,2022-03-17
2009-4,AL,GASOLINA DE AVIAÇÃO ,m3,14.39,2022-03-17
2009-4,PE,GASOLINA DE AVIAÇÃO ,m3,57.43,2022-03-17
2009-4,PB,GASOLINA DE AVIAÇÃO ,m3,12.06,2022-03-17
2009-4,RN,GASOLINA DE AVIAÇÃO ,m3,29.86,2022-03-17
2009-4,CE,GASOLINA DE AVIAÇÃO ,m3,69.24,2022-03-17
2009-4,PI,GASOLINA DE AVIAÇÃO ,m3,34.45,2022-03-17
2009-4,MA,GASOLINA DE AVIAÇÃO ,m3,106.14,2022-03-17
2009-4,TO,GASOLINA DE AVIAÇÃO ,m3,60.9,2022-03-17
2009-4,AP,GASOLINA DE AVIAÇÃO ,m3,36.5,2022-03-17
2009-4,PA,GASOLINA DE AVIAÇÃO ,m3,249.07,2022-03-17
2009-4,RR,GASOLINA DE AVIAÇÃO ,m3,43.56,2022-03-17
2009-4,AM,GASOLINA DE AVIAÇÃO ,m3,73.03,2022-03-17
2009-4,AC,GASOLINA DE AVIAÇÃO ,m3,60.24,2022-03-17
2009-4,RO,GASOLINA DE AVIAÇÃO ,m3,74.19,2022-03-17
2009-4,DF,GASOLINA C ,m3,64076.0,2022-03-17
2009-4,GO,GASOLINA C ,m3,78600.08,2022-03-17
2009-4,MT,GASOLINA C ,m3,29841.98,2022-03-17
2009-4,MS,GASOLINA C ,m3,30540.38,2022-03-17
2009-4,RS,GASOLINA C ,m3,184952.77,2022-03-17
2009-4,SC,GASOLINA C ,m3,118420.42,2022-03-17
2009-4,PR,GASOLINA C ,m3,124178.48,2022-03-17
2009-4,SP,GASOLINA C ,m3,565388.05,2022-03-17
2009-4,RJ,GASOLINA C ,m3,134424.42,2022-03-17
2009-4,ES,GASOLINA C ,m3,41026.22,2022-03-17
2009-4,MG,GASOLINA C ,m3,247279.62,2022-03-17
2009-4,BA,GASOLINA C ,m3,84736.68,2022-03-17
2009-4,SE,GASOLINA C ,m3,17421.0,2022-03-17
2009-4,AL,GASOLINA C ,m3,14622.24,2022-03-17
2009-4,PE,GASOLINA C ,m3,57771.65,2022-03-17
2009-4,PB,GASOLINA C ,m3,28956.95,2022-03-17
2009-4,RN,GASOLINA C ,m3,27001.11,2022-03-17
2009-4,CE,GASOLINA C ,m3,52088.45,2022-03-17
2009-4,PI,GASOLINA C ,m3,22085.2,2022-03-17
2009-4,MA,GASOLINA C ,m3,30326.33,2022-03-17
2009-4,TO,GASOLINA C ,m3,13910.31,2022-03-17
2009-4,AP,GASOLINA C ,m3,7050.8,2022-03-17
2009-4,PA,GASOLINA C ,m3,46231.63,2022-03-17
2009-4,RR,GASOLINA C ,m3,6157.4,2022-03-17
2009-4,AM,GASOLINA C ,m3,32834.87,2022-03-17
2009-4,AC,GASOLINA C ,m3,5821.0,2022-03-17
2009-4,RO,GASOLINA C ,m3,18366.43,2022-03-17
2010-4,DF,GLP ,m3,13348.38,2022-03-17
2010-4,GO,GLP ,m3,38956.88,2022-03-17
2010-4,MT,GLP ,m3,14817.01,2022-03-17
2010-4,MS,GLP ,m3,11941.7,2022-03-17
2010-4,RS,GLP ,m3,66868.34,2022-03-17
2010-4,SC,GLP ,m3,38320.7,2022-03-17
2010-4,PR,GLP ,m3,69971.25,2022-03-17
2010-4,SP,GLP ,m3,273012.34,2022-03-17
2010-4,RJ,GLP ,m3,79751.49,2022-03-17
2010-4,ES,GLP ,m3,19640.1,2022-03-17
2010-4,MG,GLP ,m3,113351.78,2022-03-17
2010-4,BA,GLP ,m3,65830.71,2022-03-17
2010-4,SE,GLP ,m3,9840.0,2022-03-17
2010-4,AL,GLP ,m3,12096.27,2022-03-17
2010-4,PE,GLP ,m3,41508.8,2022-03-17
2010-4,PB,GLP ,m3,16641.84,2022-03-17
2010-4,RN,GLP ,m3,15415.18,2022-03-17
2010-4,CE,GLP ,m3,33397.42,2022-03-17
2010-4,PI,GLP ,m3,11170.18,2022-03-17
2010-4,MA,GLP ,m3,18132.7,2022-03-17
2010-4,TO,GLP ,m3,5933.42,2022-03-17
2010-4,AP,GLP ,m3,2100.65,2022-03-17
2010-4,PA,GLP ,m3,26020.62,2022-03-17
2010-4,RR,GLP ,m3,1529.38,2022-03-17
2010-4,AM,GLP ,m3,14633.98,2022-03-17
2010-4,AC,GLP ,m3,2615.4,2022-03-17
2010-4,RO,GLP ,m3,6669.4,2022-03-17
2010-4,DF,ETANOL HIDRATADO ,m3,10483.44,2022-03-17
2010-4,GO,ETANOL HIDRATADO ,m3,66898.1,2022-03-17
2010-4,MT,ETANOL HIDRATADO ,m3,32367.61,2022-03-17
2010-4,MS,ETANOL HIDRATADO ,m3,12963.32,2022-03-17
2010-4,RS,ETANOL HIDRATADO ,m3,20393.09,2022-03-17
2010-4,SC,ETANOL HIDRATADO ,m3,22539.57,2022-03-17
2010-4,PR,ETANOL HIDRATADO ,m3,115257.44,2022-03-17
2010-4,SP,ETANOL HIDRATADO ,m3,697389.55,2022-03-17
2010-4,RJ,ETANOL HIDRATADO ,m3,54854.31,2022-03-17
2010-4,ES,ETANOL HIDRATADO ,m3,6693.16,2022-03-17
