COMBUSTÍVEL,ANO,REGIÃO,ESTADO,UNIDADE,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,TOTAL
ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO SUDESTE,ESPÍRITO SANTO,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO SUDESTE,MINAS GERAIS,m3,11.378,1.997,6.49,1.605,6.861,3.573,4.304,5.545,7.452,11.458,0,4.946,65.609
ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO NORDESTE,BAHIA,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO NORDESTE,SERGIPE,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO NORDESTE,ALAGOAS,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO NORDESTE,PERNAMBUCO,m3,252,297.5,322.5,309,405.5,356,578,583.5,506,725,520,595,5450
ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO NORDESTE,PARAÍBA,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO NORDESTE,RIO GRANDE DO NORTE,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO NORDESTE,CEARÁ,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO NORDESTE,PIAUÍ,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO NORDESTE,MARANHÃO,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO NORTE,TOCANTINS,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO NORTE,AMAPÁ,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO NORTE,PARÁ,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO NORTE,RORAIMA,m3,0,0,0,0,0,0,0,3,0,0,0,5,8
ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO NORTE,AMAZONAS,m3,0,0,0,0,0,0,0,256,110,0,0,160,526
ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO NORTE,ACRE,m3,0,0,0,22,0,0,0,0,0,0,0,0,22
ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO NORTE,RONDÔNIA,m3,20,10,20,136,35,20,40,30,0,15,20,0,346
ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO CENTRO-OESTE,GOIÁS,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO CENTRO-OESTE,MATO GROSSO,m3,521.477,0,0,0,0,0,0,0,0,0,0,0,521.477
ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,m3,0,90,90,0,180,0,0,180,90,0,60,60,750
ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO SUL,RIO GRANDE DO SUL,m3,2106,1862,2254,2479,1561,1749,2058,1582,1640,2540,2136,1938,23905
ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO SUL,SANTA CATARINA,m3,4594,5100.1,4568.1,4472.5,5665.1,4469,5406,5236,5511.3,5540.449,5395.186,5540.6,61498.335
ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO SUL,PARANÁ,m3,618.5,429.5,604.094,834.461,744.051,562,664.235,539,468.779,737.126,525,706.021,7432.767
ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO SUDESTE,SÃO PAULO,m3,3250.302,3299.01,2577,3158.7,2575.4,2570,2703.7,4026.98,5138.71,5085.437,5023.036,3574,42982.275
ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO SUDESTE,RIO DE JANEIRO,m3,29935.281,25297.819,27342.425,24617.14,30799.127,23781.411,28720.36,27251.291,28668.207,33177.624,24570.758,27284.67,331446.113
ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO SUDESTE,ESPÍRITO SANTO,m3,4592.052,3721.704,3500.39,4566.909,2978.412,4487.155,2549.115,4618.436,4283.959,4221.232,3152.729,3686.631,46358.724
ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO SUDESTE,MINAS GERAIS,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO NORDESTE,BAHIA,m3,1403,1426,1471,1255,1734,1648.97,1651.098,1368,1720,1661.438,1478,1660,18476.506
ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO NORDESTE,SERGIPE,m3,159,267,235,125,170,165,180,170,245,180,205,180,2281
ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO NORDESTE,ALAGOAS,m3,25,0,50,0,35,509,108,376,343,98,93,185,1822
ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO NORDESTE,PERNAMBUCO,m3,362,725,316,225,390,627,346,492,366,352.56,559,432,5192.56
ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO NORDESTE,PARAÍBA,m3,30,0,5,0,0,30,78,0,0,30,0,78,251
ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO NORDESTE,RIO GRANDE DO NORTE,m3,753,821.5,560,964,580,858,648,530,913,620,595,610,8452.5
ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO NORDESTE,CEARÁ,m3,375,465,485,495,655,780,730,810,895,720,870,905,8185
ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO NORDESTE,PIAUÍ,m3,0,105,195,105,300,180,135,195,120,255,105,255,1950
ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO NORDESTE,MARANHÃO,m3,858,755,667,720,645,550,655,747,496,830.869,119,626,7668.869
ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO NORTE,TOCANTINS,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO NORTE,AMAPÁ,m3,8,0,240,90,80,230,267,150,155,153,176,205,1754
ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO NORTE,PARÁ,m3,6713.9,8103.8,6770,6791.993,7717,6752,8182,7013,6617.352,7096.7,7604.93,7341.87,86704.545
ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO NORTE,RORAIMA,m3,0,0,0,0,0,0,0,0,0,0,0,3,3
ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO NORTE,AMAZONAS,m3,9182.16,9462.847,10470.421,10144.915,9725.778,9828.284,11191.836,10745.325,11192.043,12226.066,10326.878,11417.899,125914.452
ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO NORTE,ACRE,m3,78.5,130,99,55,138,0,15,15,11,59,0,10,610.5
ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO NORTE,RONDÔNIA,m3,1002.813,1259.917,729.965,747.535,842.4,947,995.392,1257.6,1756,1692.39,1721.7,1142.06,14094.772
ÓLEO DIESEL S-1800 (m3),2014,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,m3,0,0,4,0,0,0,0,0,0,0,0,0,4
ÓLEO DIESEL S-1800 (m3),2014,REGIÃO CENTRO-OESTE,GOIÁS,m3,582.03,372.18,1071.11,1418.91,1562.54,2207.38,673.95,851.63,1491.93,1228.35,304.05,311.05,12075.11
ÓLEO DIESEL S-1800 (m3),2014,REGIÃO CENTRO-OESTE,MATO GROSSO,m3,3036.188,1161.76,280.73,1108.02,758.9,753.31,774.87,1155.24,602.02,941.78,671.94,1354.68,12599.438
ÓLEO DIESEL S-1800 (m3),2014,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,m3,2382.441,449.44,466.16,247.31,127.04,312.88,418.94,682.6,0,120.4,371.12,183.18,5761.511
ÓLEO DIESEL S-1800 (m3),2014,REGIÃO SUL,RIO GRANDE DO SUL,m3,513.766,38,0,0,0,0,0,0,0,0,0,0,551.766
ÓLEO DIESEL S-1800 (m3),2014,REGIÃO SUL,SANTA CATARINA,m3,216.572,0,0,0,0,0,0,0,0,0,0,0,216.572
ÓLEO DIESEL S-1800 (m3),2014,REGIÃO SUL,PARANÁ,m3,50,0,15,50,0,90,45,10,0,0,0,0,260
ÓLEO DIESEL S-1800 (m3),2014,REGIÃO SUDESTE,SÃO PAULO,m3,11191.91,16015.427,19427.317,18122.382,18727.451,16827.955,19709.251,19600.108,19541.416,20626.582,19185.418,18435.04,217410.257
ÓLEO DIESEL S-1800 (m3),2014,REGIÃO SUDESTE,RIO DE JANEIRO,m3,931.017,0,0,0,0,0,0,0,0,0,0,0,931.017
ÓLEO DIESEL S-1800 (m3),2014,REGIÃO SUDESTE,ESPÍRITO SANTO,m3,10,0,0,0,0,0,0,0,0,0,0,0,10
ÓLEO DIESEL S-1800 (m3),2014,REGIÃO SUDESTE,MINAS GERAIS,m3,4551.648,2463.95,2658.18,3026.95,3231.768,2582.83,2197.62,2079.25,2413.317,2338.58,952,974,29470.093
ÓLEO DIESEL S-1800 (m3),2014,REGIÃO NORDESTE,BAHIA,m3,15,0,0,0,0,0,0,0,0,0,0,0,15
ÓLEO DIESEL S-1800 (m3),2014,REGIÃO NORDESTE,SERGIPE,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL S-1800 (m3),2014,REGIÃO NORDESTE,ALAGOAS,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL S-1800 (m3),2014,REGIÃO NORDESTE,PERNAMBUCO,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL S-1800 (m3),2014,REGIÃO NORDESTE,PARAÍBA,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL S-1800 (m3),2014,REGIÃO NORDESTE,RIO GRANDE DO NORTE,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL S-1800 (m3),2014,REGIÃO NORDESTE,CEARÁ,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL S-1800 (m3),2014,REGIÃO NORDESTE,PIAUÍ,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL S-1800 (m3),2014,REGIÃO NORDESTE,MARANHÃO,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL S-1800 (m3),2014,REGIÃO NORTE,TOCANTINS,m3,5,10,5,0,0,0,0,0,0,0,0,0,20
ÓLEO DIESEL S-1800 (m3),2014,REGIÃO NORTE,AMAPÁ,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL S-1800 (m3),2014,REGIÃO NORTE,PARÁ,m3,7376.477,5560.815,4529.952,5902.588,6935.581,6834.764,7132.936,7174.734,7356.763,7796.32,7552.346,7849.375,82002.651
ÓLEO DIESEL S-1800 (m3),2014,REGIÃO NORTE,RORAIMA,m3,0,0,0,0,0,0,0,0,0,907,4943,3186,9036
ÓLEO DIESEL S-1800 (m3),2014,REGIÃO NORTE,AMAZONAS,m3,63315.888,61028.985,60065.191,64226.892,84221.713,64273.055,70003.13,52548.067,66416.07,63616.035,61644.581,64595.946,775955.553
ÓLEO DIESEL S-1800 (m3),2014,REGIÃO NORTE,ACRE,m3,410.625,1268.757,0,0,0,0,0,0,0,0,0,0,1679.382
ÓLEO DIESEL S-1800 (m3),2014,REGIÃO NORTE,RONDÔNIA,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL S-500 (m3),2014,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,m3,24269.15,23766.25,23251.1,23538.555,24850.596,20949.872,23053.277,23230.55,24575.15,24555.645,21161.65,19915.996,277117.791
ÓLEO DIESEL S-500 (m3),2014,REGIÃO CENTRO-OESTE,GOIÁS,m3,171840.985,232589.86,223705.223,223802.57,229720.901,197839.954,230695.844,245885.068,240769.21,252162.22,210675.272,182881.72,2642568.827
ÓLEO DIESEL S-500 (m3),2014,REGIÃO CENTRO-OESTE,MATO GROSSO,m3,164448.542,209512.543,217562.383,160506.651,178834.742,183411.024,213110.852,206523.367,205202.443,217680.502,175249.775,140413.944,2272456.768
ÓLEO DIESEL S-500 (m3),2014,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,m3,78338.648,92041.2,86543.951,81434.988,84463.25,88793.55,91705.9,110807.546,97117.8,108645.1,83453.2,72440.7,1075785.833
ÓLEO DIESEL S-500 (m3),2014,REGIÃO SUL,RIO GRANDE DO SUL,m3,211311.076,226963.724,281121.925,286507.752,248166.493,208046.23,224750.801,248999.593,231911.329,275511.16,249793.122,212639.131,2905722.336
ÓLEO DIESEL S-500 (m3),2014,REGIÃO SUL,SANTA CATARINA,m3,153194.747,155453.584,162555.941,163318.232,162969.657,140775.651,162892.409,162365.488,161003.395,174373.845,150025.323,138683.52,1887611.792
ÓLEO DIESEL S-500 (m3),2014,REGIÃO SUL,PARANÁ,m3,316379.834,357737.146,352017.06,326148.3,348005.405,318052.819,370071.161,376343.985,351766.378,395315.081,319476.667,289422.413,4120736.249
ÓLEO DIESEL S-500 (m3),2014,REGIÃO SUDESTE,SÃO PAULO,m3,648227.785,672274.001,695882.894,739885.743,812518.635,748762.115,793256.294,823011.386,785181.11,846483.91,676481.682,619709.289,8861674.844
ÓLEO DIESEL S-500 (m3),2014,REGIÃO SUDESTE,RIO DE JANEIRO,m3,122469.863,118600.961,114729.625,113944.653,123738.878,112712.679,120718.626,120263.931,120032.78,126504.134,111857.338,113936.557,1419510.025
ÓLEO DIESEL S-500 (m3),2014,REGIÃO SUDESTE,ESPÍRITO SANTO,m3,80348.734,75212.757,76565.994,77522.593,81698.665,74789.466,79412.833,77804.794,83082.549,82753.81,69691.689,71391.632,930275.516
ÓLEO DIESEL S-500 (m3),2014,REGIÃO SUDESTE,MINAS GERAIS,m3,481183.573,488166.313,491252.407,499814.073,536520.725,488843.96,526327.01,534296.224,534525.899,559056.508,462573.766,436499.755,6039060.213
ÓLEO DIESEL S-500 (m3),2014,REGIÃO NORDESTE,BAHIA,m3,215483.674,200620.883,207848.116,242893.877,230482.933,201115.08,217933.75,225647.41,231647.441,235578.644,201427.82,199971.162,2610650.79
ÓLEO DIESEL S-500 (m3),2014,REGIÃO NORDESTE,SERGIPE,m3,23280.2,21561.5,21649.5,20812.5,22652.5,18352.5,18597.5,18973.7,20214,20923.1,19577.966,20252.7,246847.666
ÓLEO DIESEL S-500 (m3),2014,REGIÃO NORDESTE,ALAGOAS,m3,34689.944,30713.997,29052,25770,22017.776,19034.5,21169.4,21063.5,23635.877,27002,27554,28836.5,310539.494
ÓLEO DIESEL S-500 (m3),2014,REGIÃO NORDESTE,PERNAMBUCO,m3,82206.7,60846.008,59480.9,65542.255,79636.65,59369.663,71551.75,88770.5,101406.756,103183.95,95519.05,98044.55,965558.732
ÓLEO DIESEL S-500 (m3),2014,REGIÃO NORDESTE,PARAÍBA,m3,34362.75,32043.553,30768.28,30904.15,31309.18,27794.63,31274.72,32042.59,32443.66,33643.931,30177.98,31295.23,378060.654
ÓLEO DIESEL S-500 (m3),2014,REGIÃO NORDESTE,RIO GRANDE DO NORTE,m3,47352.5,37185.04,33241.729,38936,40110.695,37398.852,40916.778,47865,50190,54424.05,51575.747,53588.95,532785.341
ÓLEO DIESEL S-500 (m3),2014,REGIÃO NORDESTE,CEARÁ,m3,40783.494,40824.38,33944,35512.65,36944.358,34316,40315.079,44300,44847.5,45599.86,42096.5,40091,479574.821
ÓLEO DIESEL S-500 (m3),2014,REGIÃO NORDESTE,PIAUÍ,m3,34613,32206.73,32553.2,36385,36066.5,33122,36684.5,37150.82,37644.5,37259.5,35234.33,36010.8,424930.88
ÓLEO DIESEL S-500 (m3),2014,REGIÃO NORDESTE,MARANHÃO,m3,81044.385,71320.753,76635.922,75910.659,76919.502,75512.551,81728.781,87741.818,84959.5,90778.862,83218.185,83190.501,968961.419
ÓLEO DIESEL S-500 (m3),2014,REGIÃO NORTE,TOCANTINS,m3,49772.45,51653.9,54291.6,55535.05,57027.31,53906.56,59858.723,58643.05,61095,65350.85,57290.25,54879.8,679304.543
ÓLEO DIESEL S-500 (m3),2014,REGIÃO NORTE,AMAPÁ,m3,42189.174,32269.1,30809.06,33617.86,32543.529,32147.416,35968.095,38176.166,40564.532,44882.623,46879.829,46744.021,456791.405
ÓLEO DIESEL S-500 (m3),2014,REGIÃO NORTE,PARÁ,m3,118641.021,104553.052,109966.713,115537.425,119361.443,122635.776,128014.453,127226.341,128316.838,141453.916,123966.353,123057.237,1462730.568
ÓLEO DIESEL S-500 (m3),2014,REGIÃO NORTE,RORAIMA,m3,8571.6,9296,9666.6,8780.2,9571.6,6076.2,6578.8,5854,9883.2,7604.4,5758.8,8446.6,96088
ÓLEO DIESEL S-500 (m3),2014,REGIÃO NORTE,AMAZONAS,m3,23550.088,22894.45,21775.261,21906.473,23598.5,20587.556,23974.372,23712.915,29621.11,24447.791,21057.232,28594.72,285720.468
ÓLEO DIESEL S-500 (m3),2014,REGIÃO NORTE,ACRE,m3,10740.5,9458.07,9580,10285.001,11121,11907.08,13572,12239,13692.5,13747,11138,12824.156,140304.307
ÓLEO DIESEL S-500 (m3),2014,REGIÃO NORTE,RONDÔNIA,m3,45043.658,43051.3,68064.397,54055.3,51634.55,56367,59527.8,58552.85,55670.254,60034.95,56967.6,49819.1,658788.759
ÓLEO DIESEL S-10 (m3),2014,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,m3,9720.1,11202.65,12387.843,13310.35,14152.404,12839.45,14454.9,15254.853,16300.35,17168.617,15078.25,15680.5,167550.267
ÓLEO DIESEL S-10 (m3),2014,REGIÃO CENTRO-OESTE,GOIÁS,m3,34361.08,36271.995,36377.67,38556.989,43958.542,43241.47,48239.24,49626.89,50630.481,54517.93,45539.37,41552.01,522873.667
ÓLEO DIESEL S-10 (m3),2014,REGIÃO CENTRO-OESTE,MATO GROSSO,m3,30609.441,34602.562,35620.3,32309.53,35569.306,32617.779,37794.498,37890.227,38462.105,40309.371,33678.64,32160.648,421624.407
ÓLEO DIESEL S-10 (m3),2014,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,m3,19942.8,23761.22,22210.4,22115.4,24341.17,25355.1,27745.85,33220.404,31634.3,35108.964,28238.2,26736.62,320410.428
ÓLEO DIESEL S-10 (m3),2014,REGIÃO SUL,RIO GRANDE DO SUL,m3,47081.29,44797.19,53373.679,54668.567,55481.04,50441.878,57076.91,57790.8,59252.225,64379.73,58290.49,60585.175,663218.974
ÓLEO DIESEL S-10 (m3),2014,REGIÃO SUL,SANTA CATARINA,m3,46237.893,44854.576,48073.067,48663.831,49802.469,45850.894,52514.75,53367.325,54887.23,59626.774,54052.507,54122.99,612054.306
ÓLEO DIESEL S-10 (m3),2014,REGIÃO SUL,PARANÁ,m3,77543.666,82062.604,85808.752,84151.136,91024.888,82766.209,94396.808,96605.986,95828.758,107907.857,92573.153,93072.374,1083742.191
ÓLEO DIESEL S-10 (m3),2014,REGIÃO SUDESTE,SÃO PAULO,m3,255548.255,266790.807,279118.374,294426.122,316067.856,293244.711,320345.244,334986.084,341465.637,368388.891,312587.419,313837.963,3696807.363
ÓLEO DIESEL S-10 (m3),2014,REGIÃO SUDESTE,RIO DE JANEIRO,m3,100281.509,102851.92,96899.815,101230.6,105743.295,99933.3,108061.646,110156.577,116035.638,121722.352,110785.862,119203.915,1292906.429
ÓLEO DIESEL S-10 (m3),2014,REGIÃO SUDESTE,ESPÍRITO SANTO,m3,17838.9,17943.851,18287,19840.35,20863.225,19643,21622.036,23353.704,24804.616,26202.514,23291.8,25312,259002.996
ÓLEO DIESEL S-10 (m3),2014,REGIÃO SUDESTE,MINAS GERAIS,m3,99076.808,102145.477,104820.812,111851.362,122718.383,116143.103,129344.715,134265.341,139545.108,149376.864,128120.347,129709.814,1467118.134
ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORDESTE,BAHIA,m3,56238.05,55347.6,60466.3,65950.013,69310.095,62844.116,70893.028,72513.106,75148.359,80079.263,74243.268,75169.591,818202.789
ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORDESTE,SERGIPE,m3,10729.8,10078.5,10278,10363,11153,9994.416,10641.5,11153.7,12234.056,12564.8,11966.8,12696.4,133853.972
ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORDESTE,ALAGOAS,m3,6908,6831.5,7604,7742.859,8099,7490.4,8534,9001.5,10348,11797,11566.5,12548.12,108470.879
ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORDESTE,PERNAMBUCO,m3,68645,61359.8,61574.65,66169.25,63892.68,58478.293,65049.062,66432.8,68334,72944.049,67348.08,70966.903,791194.567
ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORDESTE,PARAÍBA,m3,7666.47,7723.98,8172.48,8997.42,9934.96,9549.45,10709.46,11226.96,12128.98,13239.87,12089.97,12669.17,124109.17
ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORDESTE,RIO GRANDE DO NORTE,m3,6507,6173.5,6145,7038,7064.193,6869.5,7649.841,7848.5,8463,8801,8367,9017.5,89944.034
ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORDESTE,CEARÁ,m3,53997.044,50428.091,49016.627,51747.934,53240.316,51998.448,57609.226,58675.144,62464.315,66457.566,59217.493,61558.161,676410.365
ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORDESTE,PIAUÍ,m3,10046.25,9919.75,10885.95,12046.75,13218.95,12930.6,15066.6,15712.75,16911.75,17766.15,16239.5,16506.68,167251.68
ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORDESTE,MARANHÃO,m3,20226.5,19425,21061,21245,23198,22934.5,27471.657,29764.5,31791,33308,30534.4,31543.7,312503.257
ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORTE,TOCANTINS,m3,14077,15295.6,16445.173,17448,18787.901,18402.37,20880.83,20937.06,21379.85,23252.2,20929.4,20819.9,228655.284
ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORTE,AMAPÁ,m3,829.5,875,891,776,849,815.5,1070.5,1581.1,1489.3,1403,1287.5,1328.239,13195.639
ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORTE,PARÁ,m3,43697.8,42107.2,43151.77,46813.45,52696.1,52015.016,59292.304,60958.584,64160.331,69610.766,63099.509,64079.349,661682.179
ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORTE,RORAIMA,m3,1656.9,1718.3,1709,1843.8,1856.6,1565.5,1692.4,1731.9,2197.6,2174.9,2009.4,2286.1,22442.4
ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORTE,AMAZONAS,m3,6894.3,6844.707,6960.169,7512.357,8450.984,7952.262,9764.477,10147.418,12130.035,10867.089,9962.152,9333.477,106819.427
ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORTE,ACRE,m3,1243,1197,783,1514,1656,1966,2253,2562,2999,3058,2484,2659,24374
ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORTE,RONDÔNIA,m3,9195.1,9130,8219,9159.1,11092.205,10424.3,12445.916,12517.9,12920.5,14113.5,13749,12244.2,135210.721
ÓLEO DIESEL (OUTROS ) (m3),2015,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2015,REGIÃO CENTRO-OESTE,GOIÁS,m3,0,0,0,0,0,0.6,0,0,0,0,0,0,0.6
ÓLEO DIESEL (OUTROS ) (m3),2015,REGIÃO CENTRO-OESTE,MATO GROSSO,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2015,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2015,REGIÃO SUL,RIO GRANDE DO SUL,m3,0,0,0,0,0,0,41.888,184.441,0,0,0,409.733,636.062
ÓLEO DIESEL (OUTROS ) (m3),2015,REGIÃO SUL,SANTA CATARINA,m3,55,51,55,45,35,20,20,15,25,15,30,21.5,387.5
ÓLEO DIESEL (OUTROS ) (m3),2015,REGIÃO SUL,PARANÁ,m3,81,46.474,78.243,85.596,69.075,71.642,51.304,42.39,57.686,23.786,21.086,21.583,649.865
ÓLEO DIESEL (OUTROS ) (m3),2015,REGIÃO SUDESTE,SÃO PAULO,m3,1545.509,1059.22,804.813,1004.226,619.218,733.785,750.445,872.343,724.101,847,814,1588,11362.66
ÓLEO DIESEL (OUTROS ) (m3),2015,REGIÃO SUDESTE,RIO DE JANEIRO,m3,1983.222,1210.28,692.486,1197.409,655.301,778.346,870.243,765.319,879.103,1147.638,779.017,2117.938,13076.302
ÓLEO DIESEL (OUTROS ) (m3),2015,REGIÃO SUDESTE,ESPÍRITO SANTO,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2015,REGIÃO SUDESTE,MINAS GERAIS,m3,18.393,4.694,0,13.454,7.106,11.713,5.277,5.892,5.271,5.53,5.844,5.231,88.405
ÓLEO DIESEL (OUTROS ) (m3),2015,REGIÃO NORDESTE,BAHIA,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2015,REGIÃO NORDESTE,SERGIPE,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2015,REGIÃO NORDESTE,ALAGOAS,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2015,REGIÃO NORDESTE,PERNAMBUCO,m3,473.5,382.5,345.5,341,369,278,245,137.5,121.5,92,78.5,92.5,2956.5
ÓLEO DIESEL (OUTROS ) (m3),2015,REGIÃO NORDESTE,PARAÍBA,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2015,REGIÃO NORDESTE,RIO GRANDE DO NORTE,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2015,REGIÃO NORDESTE,CEARÁ,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2015,REGIÃO NORDESTE,PIAUÍ,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2015,REGIÃO NORDESTE,MARANHÃO,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2015,REGIÃO NORTE,TOCANTINS,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2015,REGIÃO NORTE,AMAPÁ,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2015,REGIÃO NORTE,PARÁ,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
