COMBUSTÍVEL,ANO,REGIÃO,ESTADO,UNIDADE,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,TOTAL
GLP (m3),2012,REGIÃO NORTE,AMAZONAS,m3,15846.5,14964.80254,17454.50906,15675.92128,16732.53928,15030.18177,15635.82905,16501.42572,15383.85884,16407.92391,16136.562,15798.03986,191568.0933
GLP (m3),2012,REGIÃO NORTE,ACRE,m3,2353.547101,2750.666667,2554.603261,2727.438498,2522.65715,2424.9881,2778.226099,2843.826087,2461.173679,2877.556159,2826.370231,2738.664855,31859.71789
GLP (m3),2012,REGIÃO NORTE,RONDÔNIA,m3,6799.79529,7129.130435,7401.547101,6887.187587,7330.691531,7109.382964,7181.460891,7303.644928,6441.219079,7453.400362,7165.420748,7179.971014,85382.85193
ETANOL HIDRATADO (m3),2012,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,m3,4414,5068,6319,4674.765,4900,4686,4437,4784,4685.5,4982.781,4270.544088,4912.038544,58133.62863
ETANOL HIDRATADO (m3),2012,REGIÃO CENTRO-OESTE,GOIÁS,m3,49170.847,53965.85,55745.001,50419.9,50690.936,53460.469,56973.513,61451.707,61917.25,68936.35,64059.6969,61951.17345,688742.6933
ETANOL HIDRATADO (m3),2012,REGIÃO CENTRO-OESTE,MATO GROSSO,m3,19536.92,20160.2,22116.85,25305.05,29741.606,31050.42,33982.462,35304.98,34563.75,40957.21,37999.52071,41140.13535,371859.1041
ETANOL HIDRATADO (m3),2012,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,m3,6637.67,6141.42,6878.7,6421.18,6380.52,6270.35,8291.35,7949.749,7927.94,8863.688,8577.407064,10418.86853,90758.8426
ETANOL HIDRATADO (m3),2012,REGIÃO SUL,RIO GRANDE DO SUL,m3,9901.1,9636.997,9984.36,9225.58,9148.304,8220.24,8585.05,9426.09,8799.295,11361.469,10284.77281,10642.6129,115215.8707
ETANOL HIDRATADO (m3),2012,REGIÃO SUL,SANTA CATARINA,m3,8453.451,8100.518,8223.516,7799.136,7638.529,6947.098,7163.626,7880.435,7094.7,8349.33,7738.062927,9274.706464,94663.10839
ETANOL HIDRATADO (m3),2012,REGIÃO SUL,PARANÁ,m3,56293.671,60449.816,58883.8,59277.094,61445.839,62213.77,64399.16,72510.98,69518.083,80959.689,84243.04043,84428.83422,814623.7766
ETANOL HIDRATADO (m3),2012,REGIÃO SUDESTE,SÃO PAULO,m3,439595.377,487041.246,532639.462,482637.085,498002.385,439832.616,443502.235,474611.566,480529.949,532641.697,525076.9888,498348.9234,5834459.53
ETANOL HIDRATADO (m3),2012,REGIÃO SUDESTE,RIO DE JANEIRO,m3,34051.544,35498.681,37482.967,34451.183,35376.822,33829.938,34058.335,37807.2,35576.435,39038.025,37026.18789,41079.75694,435277.0748
ETANOL HIDRATADO (m3),2012,REGIÃO SUDESTE,ESPÍRITO SANTO,m3,4072,4248,4406.112,3785,3531.501,3521.784,4151.5,4109.5,3474.8,4056.2,3964.578135,4050.025567,47371.0007
ETANOL HIDRATADO (m3),2012,REGIÃO SUDESTE,MINAS GERAIS,m3,39118.795,40350.512,41682.273,39435.34,41117.985,40102.906,42438.994,42984.41,43188.098,51339.781,48938.85184,53394.26792,524092.2138
ETANOL HIDRATADO (m3),2012,REGIÃO NORDESTE,BAHIA,m3,19579.835,16765.86,18252.976,17197.753,16831.914,17334.1,13317.924,14031.89,12527.544,15747.953,15147.43125,20877.12663,197612.3069
ETANOL HIDRATADO (m3),2012,REGIÃO NORDESTE,SERGIPE,m3,1851.9,1724,1716.7,1778.846,1762.84,1877.1,1673.5,1790.4,1521.3,1844.1,1646.623163,1935.111582,21122.42074
ETANOL HIDRATADO (m3),2012,REGIÃO NORDESTE,ALAGOAS,m3,3766,3484.95,3843.5,3520.74,3273.311,3073.5,2875,3072.5,2929,3202.5,3230.548846,3282.024423,39553.57427
ETANOL HIDRATADO (m3),2012,REGIÃO NORDESTE,PERNAMBUCO,m3,12534.525,12795.928,14074.041,14908.364,14458.693,12658.648,11983.731,13110.642,12711.543,14325.288,14630.79057,15149.65578,163341.8494
ETANOL HIDRATADO (m3),2012,REGIÃO NORDESTE,PARAÍBA,m3,3958.16,3707.743,3994.483,3408.26,3524.4,3967.798,3214.23,3174.61,3234.518,4259.965,3989.793232,4283.246616,44717.20685
ETANOL HIDRATADO (m3),2012,REGIÃO NORDESTE,RIO GRANDE DO NORTE,m3,3530.239,3519.15,4160.786,3869,3990.86,3724.184,3680.55,3723.5,3552.55,3973.481,3809.680711,4517.025356,46051.00607
ETANOL HIDRATADO (m3),2012,REGIÃO NORDESTE,CEARÁ,m3,7356.229,7447.626,8816.429,7846.775,7497.5,6448.55,7124.5,8155.29,7700.618,8358.5,8631.844232,8034.052116,93417.91335
ETANOL HIDRATADO (m3),2012,REGIÃO NORDESTE,PIAUÍ,m3,1346.5,1157.08,1178.5,1118.5,1180.55,1178.06,1265,1320.5,1292.5,1758,1564.012717,1621.506358,15980.70907
ETANOL HIDRATADO (m3),2012,REGIÃO NORDESTE,MARANHÃO,m3,1970,1718,1940,1889,1770,1613,2358.5,2745,2305,1918.5,1981.032295,1630.016148,23838.04844
ETANOL HIDRATADO (m3),2012,REGIÃO NORTE,TOCANTINS,m3,2353.7,2061.15,2092.2,1931.2,2272.5,2276.35,2627.6,2448.75,2308.95,2769.15,2505.684381,2234.867191,27882.10157
ETANOL HIDRATADO (m3),2012,REGIÃO NORTE,AMAPÁ,m3,302,305,307,326,291,279.8,295.8,376,273.8,115,237.0045266,202.6022633,3311.00679
ETANOL HIDRATADO (m3),2012,REGIÃO NORTE,PARÁ,m3,2536.7,2320.8,2513.3,2523.6,2613.9,2408.926,2498.4,2542.1,2440.3,2950.6,2635.630797,2730.815399,30715.0722
ETANOL HIDRATADO (m3),2012,REGIÃO NORTE,RORAIMA,m3,137,182.4,115.2,146,158,130.6,132.4,133,222.2,185,193.8022816,193.2011408,1928.803422
ETANOL HIDRATADO (m3),2012,REGIÃO NORTE,AMAZONAS,m3,2913,2925.282,3392,3159,3425.015,3172,3081,3499,3291,3797,3610.947175,3804.018587,40069.26276
ETANOL HIDRATADO (m3),2012,REGIÃO NORTE,ACRE,m3,453,413,492.5,477,514.485,430,447.5,581.5,519.5,437,468.0078763,512.0039382,5745.496814
ETANOL HIDRATADO (m3),2012,REGIÃO NORTE,RONDÔNIA,m3,1560.5,1511,1622.545,1614.1,1579,1649.5,1515.1,1796.5,1684.4,1673.5,1775.024322,1715.512161,19696.68148
ÓLEO COMBUSTÍVEL (m3),2012,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,m3,806.47,716.47,833.94,759.06,765.87,767.55,764.87,831.54,680.8,906.69,792.83,674.25,9300.34
ÓLEO COMBUSTÍVEL (m3),2012,REGIÃO CENTRO-OESTE,GOIÁS,m3,31876.804,29615.476,30199.156,26018.048,31447.515,23265.199,28612.666,28240.451,22838.502,28684.715,22425.26,24150.726,327374.518
ÓLEO COMBUSTÍVEL (m3),2012,REGIÃO CENTRO-OESTE,MATO GROSSO,m3,391.808,481.96,467.73,720.49,527.37,619.65,299.24,585.777,386.935,297.077,505.295,122.56,5405.892
ÓLEO COMBUSTÍVEL (m3),2012,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,m3,896.44,285.69,266.92,264.86,572.77,713.3,1029,355.42,2070.076,2640.53,9936.72,13396.55,32428.276
ÓLEO COMBUSTÍVEL (m3),2012,REGIÃO SUL,RIO GRANDE DO SUL,m3,11836.697,11197.636,10218.221,13001.346,11040.28,10742.611,11917.493,11365.994,9488.733,9461.374,10751.508,12128.626,133150.519
ÓLEO COMBUSTÍVEL (m3),2012,REGIÃO SUL,SANTA CATARINA,m3,5993.199,5371.351,7368.546,5007.823,4379.979,5844.318,5189.941,4652.16,4909.936,5327.906,5104.859,3878.25,63028.268
ÓLEO COMBUSTÍVEL (m3),2012,REGIÃO SUL,PARANÁ,m3,7703.466,6898.281,7346.133,8167.246,9630.131,9043.526,9945.04,7689.146,6695.647,12665.331,13435.391,11376.393,110595.731
ÓLEO COMBUSTÍVEL (m3),2012,REGIÃO SUDESTE,SÃO PAULO,m3,44384.471,40119.852,41889.267,32723.936,42321.448,39155.697,40156.825,37859.912,31061.762,34471.944,36381.839,30035.836,450562.789
ÓLEO COMBUSTÍVEL (m3),2012,REGIÃO SUDESTE,RIO DE JANEIRO,m3,2943.442,2692.433,2249.695,1361.062,3867.879,2084.441,1709.171,2113.197,2519.233,2001.75,2408.477,3317.581,29268.361
ÓLEO COMBUSTÍVEL (m3),2012,REGIÃO SUDESTE,ESPÍRITO SANTO,m3,2506.231,455.758,402.08,4852.777,2439.574,2482.12,2312.716,3127.9,314.169,10731.409,25315.454,24131.554,79071.742
ÓLEO COMBUSTÍVEL (m3),2012,REGIÃO SUDESTE,MINAS GERAIS,m3,25970.837,23108.977,23594.044,25666.314,28276.76,27892.914,29517.267,29387.899,24438.551,26511.746,25051.163,23310.654,312727.126
ÓLEO COMBUSTÍVEL (m3),2012,REGIÃO NORDESTE,BAHIA,m3,27920.729,16541.55,21628.058,37210.938,16995.724,16998.437,22641.428,32994.585,27531.91,62973.313,114788.57,49109.226,447334.468
ÓLEO COMBUSTÍVEL (m3),2012,REGIÃO NORDESTE,SERGIPE,m3,198.22,343.29,259.16,329.32,214.43,313.11,440.57,345.39,248.35,222.93,130.8,178.13,3223.7
ÓLEO COMBUSTÍVEL (m3),2012,REGIÃO NORDESTE,ALAGOAS,m3,96.67,111.43,83.86,27.88,0,26.06,0,42.02,28.06,61.45,84.14,55.39,616.96
ÓLEO COMBUSTÍVEL (m3),2012,REGIÃO NORDESTE,PERNAMBUCO,m3,1154.98,1141.08,1175.22,1254.19,1873.732,1044.92,994.89,1584.42,2129.87,11160.59,19070.371,15855.848,58440.111
ÓLEO COMBUSTÍVEL (m3),2012,REGIÃO NORDESTE,PARAÍBA,m3,2337.325,13.27,13.01,2762.049,2498.341,13.04,25.55,65.24,26.04,13569.566,52690.15,62993.09,137006.671
ÓLEO COMBUSTÍVEL (m3),2012,REGIÃO NORDESTE,RIO GRANDE DO NORTE,m3,37.22,47.83,34.39,36.7,46.76,23.58,35.79,46.97,48.28,50.67,35.16,36.46,479.81
ÓLEO COMBUSTÍVEL (m3),2012,REGIÃO NORDESTE,CEARÁ,m3,480.54,1937.66,454.29,407.88,517.94,1021.12,684.4,739.22,660.15,2762.06,7267.76,10901.54,27834.56
ÓLEO COMBUSTÍVEL (m3),2012,REGIÃO NORDESTE,PIAUÍ,m3,207.58,192.15,294.57,511.42,530.42,594.01,653.03,498.54,120.88,90.34,145.89,84.92,3923.75
ÓLEO COMBUSTÍVEL (m3),2012,REGIÃO NORDESTE,MARANHÃO,m3,26921.923,25923.265,32076.906,27929.184,31954.2,29457.893,27868.529,32646.685,26423.496,29077.432,63962.606,59575.562,413817.681
ÓLEO COMBUSTÍVEL (m3),2012,REGIÃO NORTE,TOCANTINS,m3,145.05,175.7,293.75,90.34,121.73,120.488,0,91.71,30.86,0,0,0,1069.628
ÓLEO COMBUSTÍVEL (m3),2012,REGIÃO NORTE,AMAPÁ,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO COMBUSTÍVEL (m3),2012,REGIÃO NORTE,PARÁ,m3,68049.73,71268.558,79336.416,80740.602,77793.772,69284.828,78607.598,71951.715,82442.015,78464.169,59964.147,66210.179,884113.729
ÓLEO COMBUSTÍVEL (m3),2012,REGIÃO NORTE,RORAIMA,m3,30.93,29.35,59.8,58.31,62.93,0,0,0,0,31.36,30.43,61.36,364.47
ÓLEO COMBUSTÍVEL (m3),2012,REGIÃO NORTE,AMAZONAS,m3,17352.42,12287.407,31734.174,34210.127,30860.991,37193.526,41938.954,50620.185,37112.307,37705.133,35407.287,36207.382,402629.893
ÓLEO COMBUSTÍVEL (m3),2012,REGIÃO NORTE,ACRE,m3,0,0,0,99.91,0,0,0,136.16,0,81.83,0,0,317.9
ÓLEO COMBUSTÍVEL (m3),2012,REGIÃO NORTE,RONDÔNIA,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (m3),2012,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,m3,27828.12377,31540.08363,36202.5196,33602.21578,36364.24535,34119.16549,34999.96845,37819.28309,33779.26947,37052.10851,33715.30487,32449.32655,409471.6145
ÓLEO DIESEL (m3),2012,REGIÃO CENTRO-OESTE,GOIÁS,m3,154094.7956,191691.0049,210228.0036,193559.4502,212396.4894,226607.7297,234040.0507,241330.1779,217689.8076,273046.5115,262663.189,231025.661,2648372.871
ÓLEO DIESEL (m3),2012,REGIÃO CENTRO-OESTE,MATO GROSSO,m3,157441.0681,224234.961,219620.8429,167797.3626,188393.1474,205068.6859,235514.6915,228466.3336,220662.9193,242826.6561,209201.7076,186652.4032,2485880.779
ÓLEO DIESEL (m3),2012,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,m3,82540.28796,97962.09773,105618.0823,83497.78447,95413.19411,97588.0169,118765.6831,128605.5695,107544.3216,124917.866,108379.1291,94141.25524,1244973.288
ÓLEO DIESEL (m3),2012,REGIÃO SUL,RIO GRANDE DO SUL,m3,244121.9912,244123.1044,323993.7741,297213.1172,288801.4623,269244.3063,252158.9186,288214.1813,259920.2199,302476.2156,312757.4969,251343.7952,3334368.583
ÓLEO DIESEL (m3),2012,REGIÃO SUL,SANTA CATARINA,m3,181917.131,190946.2105,217311.8641,196824.9939,206891.1138,189438.6038,192914.1147,218257.955,194912.907,208017.5441,202873.179,178187.8413,2378493.458
ÓLEO DIESEL (m3),2012,REGIÃO SUL,PARANÁ,m3,340071.2784,370174.2162,433063.2391,369034.6824,395628.5783,372441.8399,402045.7641,468061.4671,414804.787,434592.4779,404807.9052,353530.9518,4758257.187
ÓLEO DIESEL (m3),2012,REGIÃO SUDESTE,SÃO PAULO,m3,809876.5182,903311.3423,1051825.533,946269.4992,1066016.082,1006901.741,1118145.822,1240225.917,1106656.313,1211488.643,1125585.672,952831.7102,12539134.79
ÓLEO DIESEL (m3),2012,REGIÃO SUDESTE,RIO DE JANEIRO,m3,238932.5749,233409.4937,260865.6776,243602.6444,255671.6532,252754.4624,251113.5703,273172.4148,242590.2747,266839.7817,246099.599,247673.527,3012725.674
ÓLEO DIESEL (m3),2012,REGIÃO SUDESTE,ESPÍRITO SANTO,m3,92034.73283,91223.82858,101182.7127,92718.85622,101018.1561,97730.30384,94903.48294,105163.2455,94154.96362,108126.2287,91061.4748,94554.04103,1163872.027
ÓLEO DIESEL (m3),2012,REGIÃO SUDESTE,MINAS GERAIS,m3,478747.4558,533048.5224,607840.3998,564704.5574,604992.8268,599255.9287,615715.1724,666230.0442,607186.4982,667177.2175,597265.4933,558335.4782,7100499.595
ÓLEO DIESEL (m3),2012,REGIÃO NORDESTE,BAHIA,m3,240449.9884,227801.0444,266386.4943,259061.3988,271622.8612,270579.5227,271804.9112,284125.8563,258560.0004,284766.5444,267989.6316,262822.3633,3165970.617
ÓLEO DIESEL (m3),2012,REGIÃO NORDESTE,SERGIPE,m3,29556.94567,28072.68714,32414.98521,28656.97561,29834.70426,28273.27998,27308.15712,29805.92582,28467.43294,31171.68729,31168.44455,31089.15176,355820.3774
ÓLEO DIESEL (m3),2012,REGIÃO NORDESTE,ALAGOAS,m3,40867.28281,37421.59169,36171.87865,26741.52825,28802.97325,27246.1681,26281.87427,29040.03056,30662.90788,40045.69532,41699.64357,40054.03486,405035.6092
ÓLEO DIESEL (m3),2012,REGIÃO NORDESTE,PERNAMBUCO,m3,113508.3492,110912.4015,121888.5409,107130.6122,113971.5106,108448.3388,106302.6423,116332.2714,112810.8285,136411.1516,166560.2592,156239.9107,1470516.817
ÓLEO DIESEL (m3),2012,REGIÃO NORDESTE,PARAÍBA,m3,37708.10927,35577.26065,38458.15077,36244.38249,38077.59034,35135.83059,36172.17208,41728.28284,37998.71776,43702.89,44434.10634,42198.28461,467435.7777
ÓLEO DIESEL (m3),2012,REGIÃO NORDESTE,RIO GRANDE DO NORTE,m3,38563.72736,36178.05469,40154.07747,35062.72165,39328.68386,37609.68006,38421.5838,41399.11347,39260.98542,47983.97034,61823.22521,62624.68965,518410.513
ÓLEO DIESEL (m3),2012,REGIÃO NORDESTE,CEARÁ,m3,79008.5422,72606.58381,78635.21313,72249.14913,84744.17459,79509.56468,83160.8438,88052.3234,83791.92798,100566.5268,106413.8904,99817.23144,1028555.971
ÓLEO DIESEL (m3),2012,REGIÃO NORDESTE,PIAUÍ,m3,37539.46457,34845.76901,39697.21074,40040.38817,42482.66585,42194.84679,44369.12588,47219.29396,42933.19449,48114.78363,51221.11848,48077.69433,518735.5559
ÓLEO DIESEL (m3),2012,REGIÃO NORDESTE,MARANHÃO,m3,92782.89242,84778.37176,92320.65588,90980.66066,98701.55971,97757.73297,104755.8443,111409.0432,103445.7484,111019.2475,111604.6832,103627.4791,1203183.919
ÓLEO DIESEL (m3),2012,REGIÃO NORTE,TOCANTINS,m3,52566.87504,52599.67628,62959.92541,60199.82098,64787.51217,65052.89173,65301.19952,71292.18004,64791.22704,74320.3567,71052.36887,65676.62823,770600.662
ÓLEO DIESEL (m3),2012,REGIÃO NORTE,AMAPÁ,m3,32762.13557,30751.66236,33908.41188,33330.40434,36474.91368,38812.35631,37811.04802,43221.62842,40770.35309,43986.96056,50955.25224,49496.59735,472281.7238
ÓLEO DIESEL (m3),2012,REGIÃO NORTE,PARÁ,m3,148021.1559,143087.5411,154354.5423,147960.7026,167377.9351,171848.4078,175691.7892,191152.8075,175838.1072,190118.6143,182713.7763,170574.064,2018739.443
ÓLEO DIESEL (m3),2012,REGIÃO NORTE,RORAIMA,m3,8254.880719,8304.184083,8775.070049,7040.72587,6388.026379,6172.236271,5782.980756,6023.806595,6688.219337,6949.950031,7980.07641,7841.315408,86201.47191
ÓLEO DIESEL (m3),2012,REGIÃO NORTE,AMAZONAS,m3,98427.85866,97010.6227,100302.7851,103943.3741,111018.6058,115349.5376,118296.7106,129930.4662,125126.8334,130805.9586,119942.7324,105576.8679,1355732.353
ÓLEO DIESEL (m3),2012,REGIÃO NORTE,ACRE,m3,17186.42129,12517.83282,15173.62415,16806.64614,18986.52026,19346.90635,18912.33373,19444.71506,19106.26906,21421.81946,19725.06072,16246.18812,214874.3372
ÓLEO DIESEL (m3),2012,REGIÃO NORTE,RONDÔNIA,m3,52944.34623,55320.6656,61418.66332,58738.93224,64907.56236,69025.50537,69198.56966,72916.60134,64730.53409,71837.109,70722.99037,60457.17346,772218.653
QUEROSENE DE AVIAÇÃO (m3),2012,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,m3,35727.994,32404.405,34887.123,33479.477,32316.592,34129.05,37332.06,35857.653,33873.825,34927.147,32546.165,34428.34,411909.831
QUEROSENE DE AVIAÇÃO (m3),2012,REGIÃO CENTRO-OESTE,GOIÁS,m3,7018.295,6699.469,7384.424,6799.802,7393.958,7064.005,7624.481,9225.075,4511.725,7021.113,6541.687,6937.246,84221.28
QUEROSENE DE AVIAÇÃO (m3),2012,REGIÃO CENTRO-OESTE,MATO GROSSO,m3,7378.801,6040.233,6544.428,5844.265,6093.655,6160.274,7113.309,6275.708,5904.992,6614.756,6564.76,6862.309,77397.49
QUEROSENE DE AVIAÇÃO (m3),2012,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,m3,3740.955,3240.384,3554.038,3443.036,3732.333,4455.502,4112.302,4273.876,3285.917,3867.545,3531.598,3786.639,45024.125
QUEROSENE DE AVIAÇÃO (m3),2012,REGIÃO SUL,RIO GRANDE DO SUL,m3,17763.53,15886.874,18118.283,15177.565,17126.895,15637.821,17464.99,17140.669,15037.556,16306.569,14765.807,14431.333,194857.892
QUEROSENE DE AVIAÇÃO (m3),2012,REGIÃO SUL,SANTA CATARINA,m3,10904.31,9656.438,9360.979,9024.633,8445.099,8176.467,8215.952,8468.603,9520.492,9253.219,9036.087,10854.48,110916.759
QUEROSENE DE AVIAÇÃO (m3),2012,REGIÃO SUL,PARANÁ,m3,19445.3,18290.816,21193.217,18880.526,19296.669,17639.691,19710.007,19912.094,19214.102,19783.926,19344.01,18768.694,231479.052
QUEROSENE DE AVIAÇÃO (m3),2012,REGIÃO SUDESTE,SÃO PAULO,m3,251006.394,226274.052,243913.647,238038.096,240645.325,230867.143,245472.426,237645.985,232836.445,235085.244,227047.003,233293.299,2842125.059
QUEROSENE DE AVIAÇÃO (m3),2012,REGIÃO SUDESTE,RIO DE JANEIRO,m3,111780.137,106223.193,115379.522,108693.364,112155.241,107164.877,114670.64,114750.916,108375.008,111862.512,107253.204,111506.057,1329814.671
QUEROSENE DE AVIAÇÃO (m3),2012,REGIÃO SUDESTE,ESPÍRITO SANTO,m3,4881.315,4457.052,5075.374,4940.485,5045.632,4897.95,5233.001,5159.015,4882.085,4557.624,3729.61,4079.924,56939.067
QUEROSENE DE AVIAÇÃO (m3),2012,REGIÃO SUDESTE,MINAS GERAIS,m3,27395.32,26385.361,29425.536,27390.472,29784.959,28393.655,31794.118,31148.859,29016.111,29395.553,26607.204,28570.995,345308.143
QUEROSENE DE AVIAÇÃO (m3),2012,REGIÃO NORDESTE,BAHIA,m3,34817.884,31640.422,29805.589,28335.427,27201.062,27111.249,29900.824,27775.043,28406.722,28043.152,27310.28,29045.147,349392.801
QUEROSENE DE AVIAÇÃO (m3),2012,REGIÃO NORDESTE,SERGIPE,m3,3001.53,2870.352,3013.704,2992.169,3214.216,3121.53,3396.219,3030.506,2959.625,3020.947,3252.691,3336.851,37210.34
QUEROSENE DE AVIAÇÃO (m3),2012,REGIÃO NORDESTE,ALAGOAS,m3,4902.747,3891.604,3647.889,3681.84,3664.95,3687.427,4275.135,3890.278,3901.969,4442.135,5110.907,5791.602,50888.483
QUEROSENE DE AVIAÇÃO (m3),2012,REGIÃO NORDESTE,PERNAMBUCO,m3,23593.651,21030.336,20114.271,20843.726,20142.068,19903.859,21587.514,20192.235,20201.339,21257.677,20908.436,20743.938,250519.05
QUEROSENE DE AVIAÇÃO (m3),2012,REGIÃO NORDESTE,PARAÍBA,m3,4408.602,3879.342,3471.078,3614.3,3792.386,4037.53,4198.498,3826.879,3770.614,3761.994,3727.103,3793.794,46282.12
QUEROSENE DE AVIAÇÃO (m3),2012,REGIÃO NORDESTE,RIO GRANDE DO NORTE,m3,9754.6,8611.381,8266.788,7843.664,8213.079,8076.781,10059.663,8764.418,8492.65,9023.623,9498.934,9599.933,106205.514
QUEROSENE DE AVIAÇÃO (m3),2012,REGIÃO NORDESTE,CEARÁ,m3,19090.268,15378.409,15079.403,15924.667,16681.732,16471.192,17867.723,15879.199,15303.425,16008.812,15866.997,16738.228,196290.055
QUEROSENE DE AVIAÇÃO (m3),2012,REGIÃO NORDESTE,PIAUÍ,m3,2442.445,1901.969,1886.94,1924.876,2240.319,1978.764,2087.703,2155.438,1858.104,2245.532,2210.565,2189.023,25121.678
QUEROSENE DE AVIAÇÃO (m3),2012,REGIÃO NORDESTE,MARANHÃO,m3,6509.664,5671.542,5712.667,5180.386,4859.049,5307.065,5734.463,5341.144,5273.914,5121.843,5058.238,5565.942,65335.917
QUEROSENE DE AVIAÇÃO (m3),2012,REGIÃO NORTE,TOCANTINS,m3,1108.287,900.104,1097.397,1030.973,984.106,945.7,925.097,858.386,842.807,849.191,781.393,858.848,11182.289
QUEROSENE DE AVIAÇÃO (m3),2012,REGIÃO NORTE,AMAPÁ,m3,308.785,283.167,305.85,308.276,284.88,318.614,339.396,325.749,284.695,224.557,276.537,257.893,3518.399
QUEROSENE DE AVIAÇÃO (m3),2012,REGIÃO NORTE,PARÁ,m3,14732.823,12716.818,14613.428,13291.949,13919.328,13422.928,14233.177,14155.547,12661.641,14780.884,13343.918,14059.073,165931.514
QUEROSENE DE AVIAÇÃO (m3),2012,REGIÃO NORTE,RORAIMA,m3,798.017,658.71,799.281,1009.472,890.913,490.086,667.946,577.031,466.988,636.081,635.615,575.119,8205.259
QUEROSENE DE AVIAÇÃO (m3),2012,REGIÃO NORTE,AMAZONAS,m3,16562.297,17307.736,15979.963,15638.918,14493.45,14831.661,17240.624,14913.178,15275.72,15166.877,15998.949,15543.924,188953.297
QUEROSENE DE AVIAÇÃO (m3),2012,REGIÃO NORTE,ACRE,m3,1399.503,1026.525,1097.799,1105.604,1007.869,1101.57,1247.608,1216.22,1091.795,1316.058,1321.235,1207.74,14139.526
QUEROSENE DE AVIAÇÃO (m3),2012,REGIÃO NORTE,RONDÔNIA,m3,3798.648,3341.467,3561.571,3321.022,3019.099,3115.663,3512.18,3742.746,4418.345,3935.172,3331.082,3725.943,42822.938
QUEROSENE ILUMINANTE (m3),2012,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2012,REGIÃO CENTRO-OESTE,GOIÁS,m3,15,0,15,0,5,10,0,15,0,0,15,0,75
QUEROSENE ILUMINANTE (m3),2012,REGIÃO CENTRO-OESTE,MATO GROSSO,m3,0,0,0,0,44,0,0,0,0,0,44,0,88
QUEROSENE ILUMINANTE (m3),2012,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2012,REGIÃO SUL,RIO GRANDE DO SUL,m3,164,185,189,171,201.5,158,146,178,114,113,150,130.002,1899.502
QUEROSENE ILUMINANTE (m3),2012,REGIÃO SUL,SANTA CATARINA,m3,207.8,219.5,183.6,223,241,175,204.05,187.05,227,165,178,139,2350
QUEROSENE ILUMINANTE (m3),2012,REGIÃO SUL,PARANÁ,m3,37.5,42,42,20,15,20,10,16.114,10,42,22,40,316.614
QUEROSENE ILUMINANTE (m3),2012,REGIÃO SUDESTE,SÃO PAULO,m3,118,93,159,80,156,105,76,120,86,152,120,101,1366
QUEROSENE ILUMINANTE (m3),2012,REGIÃO SUDESTE,RIO DE JANEIRO,m3,0.036,0,0,0,0,0,0,0,0,0,0,0,0.036
QUEROSENE ILUMINANTE (m3),2012,REGIÃO SUDESTE,ESPÍRITO SANTO,m3,0,15,0,0,0,0,0,0,0,0,15,0,30
QUEROSENE ILUMINANTE (m3),2012,REGIÃO SUDESTE,MINAS GERAIS,m3,364,202.16,329,265,305,269,265,325,254,245,210,191.912,3225.072
QUEROSENE ILUMINANTE (m3),2012,REGIÃO NORDESTE,BAHIA,m3,16.4,0.6,1.4,1,17.2,3.6,1,1.2,0.8,24,3.268,0.4,70.868
QUEROSENE ILUMINANTE (m3),2012,REGIÃO NORDESTE,SERGIPE,m3,0,14.9,0,0,0,0,0,0,0,0,0.012,0.008,14.92
QUEROSENE ILUMINANTE (m3),2012,REGIÃO NORDESTE,ALAGOAS,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2012,REGIÃO NORDESTE,PERNAMBUCO,m3,36,20,40,26,15,35,15,20,15,30,15,25,292
QUEROSENE ILUMINANTE (m3),2012,REGIÃO NORDESTE,PARAÍBA,m3,20,0,5,20,0,5,0,0,5,0,5,5,65
QUEROSENE ILUMINANTE (m3),2012,REGIÃO NORDESTE,RIO GRANDE DO NORTE,m3,11.8,18.4,7.4,7,7.8,11.8,6,12.6,0.4,15.2,10.6,5.6,114.6
QUEROSENE ILUMINANTE (m3),2012,REGIÃO NORDESTE,CEARÁ,m3,20,29,59,5.2,52.2,5,6,17,6,37,6,0,242.4
QUEROSENE ILUMINANTE (m3),2012,REGIÃO NORDESTE,PIAUÍ,m3,30,0,0,0,0,0,0,0,0,5,0,0,35
