COMBUSTÍVEL,ANO,REGIÃO,ESTADO,UNIDADE,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,TOTAL
ÓLEO COMBUSTÍVEL (m3),2006,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,m3,1019.693878,1041.488776,1429.265306,1343.846939,1393.622449,1102.642857,1420.163265,1262.294898,824.244898,1011.94898,1259.479592,975.8571429,14084.54898
ÓLEO COMBUSTÍVEL (m3),2006,REGIÃO CENTRO-OESTE,GOIÁS,m3,26691.02755,24719.34592,26840.01327,22267.56429,24559.05204,26979.8,25584.13469,27653.13061,30760.34592,31368.61531,30664.97755,24935.84184,323023.849
ÓLEO COMBUSTÍVEL (m3),2006,REGIÃO CENTRO-OESTE,MATO GROSSO,m3,127.6122449,316.6938776,164.7755102,67.64285714,186.1530612,40.31632653,40.41836735,61.26530612,27.69387755,27.01020408,32.58163265,2.346938776,1094.510204
ÓLEO COMBUSTÍVEL (m3),2006,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,m3,158.1020408,162.0979592,122.244898,67.53061224,103.972449,207.9489796,181.3673469,157.0510204,292.0612245,154.8877551,158.4081633,117.0204082,1882.692857
ÓLEO COMBUSTÍVEL (m3),2006,REGIÃO SUL,RIO GRANDE DO SUL,m3,19211.42449,18294.38163,19914.84082,19207.65612,19537.79184,17568.25204,17441.86224,18175.10816,17369.7,20435.68571,19136.71633,15830.65204,222124.0714
ÓLEO COMBUSTÍVEL (m3),2006,REGIÃO SUL,SANTA CATARINA,m3,13216.49286,11460.32245,14628.85714,13684.92755,14884.62143,12941.38163,12233.45816,13260.70918,12351.57755,11701.1551,12800.80306,12753.38265,155917.6888
ÓLEO COMBUSTÍVEL (m3),2006,REGIÃO SUL,PARANÁ,m3,12217.71122,11708.68878,15367.9449,12509.74592,14842.12143,11414.48673,12615.21939,12048.87857,13949.46531,12874.79184,11634.40408,10130.3,151313.7582
ÓLEO COMBUSTÍVEL (m3),2006,REGIÃO SUDESTE,SÃO PAULO,m3,74560.93061,66013.76224,81410.5898,71261.77347,68917.20816,70382.12245,69534.52041,69055.33673,63547.29898,64502.96735,65765.38673,58627.15714,823579.0541
ÓLEO COMBUSTÍVEL (m3),2006,REGIÃO SUDESTE,RIO DE JANEIRO,m3,7609.515306,7312.142857,5785.490816,6645.907143,4591.089796,3919.309184,4047.194898,5005.344898,3992.661224,4353.934694,4259.347959,5250.719388,62772.65816
ÓLEO COMBUSTÍVEL (m3),2006,REGIÃO SUDESTE,ESPÍRITO SANTO,m3,43225.17653,38404.15714,38281.80816,36690.29184,40495.93673,39109.2551,40900.30102,45312.77551,41285.2602,37177.18367,38400.7449,37109.74286,476392.6337
ÓLEO COMBUSTÍVEL (m3),2006,REGIÃO SUDESTE,MINAS GERAIS,m3,60466.10102,55208.07041,61380.57347,56372.88469,61073.40918,62869.07245,63886.55816,74074.49796,67360.70714,60101.08367,61193.47755,54845.67245,738832.1082
ÓLEO COMBUSTÍVEL (m3),2006,REGIÃO NORDESTE,BAHIA,m3,19106.75612,36111.07041,37118.96837,45224.6,39550.23776,42303.17653,47689.74286,46549.13163,44561.25306,46896.87857,41742.01122,32179.56224,479033.3888
ÓLEO COMBUSTÍVEL (m3),2006,REGIÃO NORDESTE,SERGIPE,m3,347.8714286,341.8714286,363.1959184,303.6326531,242.5081633,287.755102,592.0938776,705.3122449,652.8418367,215.1244898,289.677551,447.0755102,4788.960204
ÓLEO COMBUSTÍVEL (m3),2006,REGIÃO NORDESTE,ALAGOAS,m3,208.5561224,165.4612245,315.5908163,226.1612245,211.8734694,241.4826531,240.8897959,171.9183673,277.3173469,215.8173469,283.3479592,284.5846939,2843.00102
ÓLEO COMBUSTÍVEL (m3),2006,REGIÃO NORDESTE,PERNAMBUCO,m3,2209.961224,1782.082653,1801.535714,1546.897959,2499.17551,1602.954082,1459.785714,1552.389796,1509.930612,1776.809184,2508.028571,964.9897959,21214.54082
ÓLEO COMBUSTÍVEL (m3),2006,REGIÃO NORDESTE,PARAÍBA,m3,460.7795918,118.0510204,168.3571429,89.23469388,80.09183673,94.78571429,172.2755102,229.9183673,187.5397959,170.1530612,112.744898,117.0908163,2001.022449
ÓLEO COMBUSTÍVEL (m3),2006,REGIÃO NORDESTE,RIO GRANDE DO NORTE,m3,329.0806122,217.6306122,330.9765306,282.2969388,109.0989796,108.444898,136.1826531,95.45510204,80.18877551,41.90102041,116.7295918,37.92857143,1885.914286
ÓLEO COMBUSTÍVEL (m3),2006,REGIÃO NORDESTE,CEARÁ,m3,275.0306122,189.9183673,260.2418367,149.9183673,437.1326531,296.9081633,269.922449,335.6938776,368.6836735,385.6632653,284.8571429,311.5306122,3565.50102
ÓLEO COMBUSTÍVEL (m3),2006,REGIÃO NORDESTE,PIAUÍ,m3,115.2795918,43.82653061,71.47244898,101.1938776,99.14285714,101.8673469,84.83673469,148,203.744898,146.6122449,118.5408163,143.2755102,1377.792857
ÓLEO COMBUSTÍVEL (m3),2006,REGIÃO NORDESTE,MARANHÃO,m3,15731.00918,21222.36122,12476.81429,10771.56224,12577.54388,11839.55,15172.29286,19320.77653,18282.93163,27487.82143,21804.03163,18894.94592,205581.6408
ÓLEO COMBUSTÍVEL (m3),2006,REGIÃO NORTE,TOCANTINS,m3,14.23469388,0,14.78571429,63.80204082,0,14.40816327,0,13.90816327,0,13.93877551,43.98979592,29.46122449,208.5285714
ÓLEO COMBUSTÍVEL (m3),2006,REGIÃO NORTE,AMAPÁ,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO COMBUSTÍVEL (m3),2006,REGIÃO NORTE,PARÁ,m3,58087.3398,59426.97959,67495.84388,79718.7,74309.46735,76233.52245,74684.10816,75007.30204,74742.47653,80227.94796,83354.8551,74309.9398,877598.4827
ÓLEO COMBUSTÍVEL (m3),2006,REGIÃO NORTE,RORAIMA,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO COMBUSTÍVEL (m3),2006,REGIÃO NORTE,AMAZONAS,m3,30071.77143,19699.13673,22761.95306,31167.16327,33652.67755,52165.49388,58147.55612,56477.42347,56084.02449,63248.4102,62969.11224,69057.72755,555502.45
ÓLEO COMBUSTÍVEL (m3),2006,REGIÃO NORTE,ACRE,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO COMBUSTÍVEL (m3),2006,REGIÃO NORTE,RONDÔNIA,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (m3),2006,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,m3,28110.059,26344.263,31039.292,28794.417,32818.387,28966.024,28708.501,32128.272,31815.206,31784.674,30999.166,29890.67,361398.931
ÓLEO DIESEL (m3),2006,REGIÃO CENTRO-OESTE,GOIÁS,m3,112063.76,111316.338,139055.316,124917.277,125954.481,126124.086,132817.737,144760.925,143845.462,149144.001,141386.768,118750.477,1570136.628
ÓLEO DIESEL (m3),2006,REGIÃO CENTRO-OESTE,MATO GROSSO,m3,110167.184,129239.882,154305.266,110547.863,97242.032,122865.847,133153.545,142120.266,144649.328,151495.592,129845.696,99339.214,1524971.715
ÓLEO DIESEL (m3),2006,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,m3,59573.484,67782.086,86680.923,66206.295,58809.911,67070.201,72128.904,78534.543,78410.087,75803.594,67884.103,58894.599,837778.73
ÓLEO DIESEL (m3),2006,REGIÃO SUL,RIO GRANDE DO SUL,m3,179005.313,175923.79,239729.772,235920.872,211116.994,189170.454,186533.887,210695.196,204429.611,234196.353,219498.446,191566.082,2477786.77
ÓLEO DIESEL (m3),2006,REGIÃO SUL,SANTA CATARINA,m3,138217.118,132505.717,161619.494,141729.738,152927.203,144792.861,145922.602,156731.28,148838.23,151632.108,148355.729,139642.628,1762914.708
ÓLEO DIESEL (m3),2006,REGIÃO SUL,PARANÁ,m3,246287.07,271673.727,345288.236,287507.659,282281.136,280073.267,295294.639,320198.783,308543.795,320641.584,293351.889,260335.154,3511476.939
ÓLEO DIESEL (m3),2006,REGIÃO SUDESTE,SÃO PAULO,m3,652995.973,623812.337,791555.92,718718.588,807901.867,796629.404,796742.12,857081.824,833302.155,836683.754,791672.741,697933.789,9205030.472
ÓLEO DIESEL (m3),2006,REGIÃO SUDESTE,RIO DE JANEIRO,m3,178798.232,163396.405,190527.27,164852.137,183428.222,179635.352,181545.783,192821.476,185286.679,187854.716,184623.045,192507.889,2185277.206
ÓLEO DIESEL (m3),2006,REGIÃO SUDESTE,ESPÍRITO SANTO,m3,69444.108,60107.925,71818.887,63926.369,72938.573,72568.021,72177.336,81013.501,72670.192,71469.929,68769.824,67004.604,843909.269
ÓLEO DIESEL (m3),2006,REGIÃO SUDESTE,MINAS GERAIS,m3,396694.329,369678.221,442658.065,409811.188,459925.392,450671.953,452255.713,487951.479,475596.354,479172.264,456963.312,426568.893,5307947.163
ÓLEO DIESEL (m3),2006,REGIÃO NORDESTE,BAHIA,m3,164579.745,147972.192,168523.457,155479.082,173529.563,167115.899,171619.218,185937.755,180998.184,182272.466,181461.363,180611.551,2060100.475
ÓLEO DIESEL (m3),2006,REGIÃO NORDESTE,SERGIPE,m3,19931.54,18081.534,20936.104,17793.027,19734.974,18458.272,17919.447,20741.979,21274.281,20299.477,21020.613,20880.406,237071.654
ÓLEO DIESEL (m3),2006,REGIÃO NORDESTE,ALAGOAS,m3,31678.588,26095.028,25702.72,19342.138,20223.412,19261.391,20542.625,23414.764,26339.795,32568.198,33638.484,34701.418,313508.561
ÓLEO DIESEL (m3),2006,REGIÃO NORDESTE,PERNAMBUCO,m3,73638.04,64137.225,70607.638,62169.999,68231.485,65101.559,66705.65,73578.846,77584.841,81623.231,79542.063,78190.892,861111.469
ÓLEO DIESEL (m3),2006,REGIÃO NORDESTE,PARAÍBA,m3,27984.967,24910.705,27473.994,24003.023,27049.903,25956.585,26440.971,29610.148,30728.886,30722.734,30268.508,30657.764,335808.188
ÓLEO DIESEL (m3),2006,REGIÃO NORDESTE,RIO GRANDE DO NORTE,m3,31538.944,25961.493,30555.237,24710.523,29613.865,28529.685,28054.592,32925.726,31805.135,31895.229,31596.89,31498.104,358685.423
ÓLEO DIESEL (m3),2006,REGIÃO NORDESTE,CEARÁ,m3,49914.194,45231.19,49184.566,43374.347,47949.114,48599.242,51405.717,56292.33,56108.389,54681.179,55262.443,55764.205,613766.916
ÓLEO DIESEL (m3),2006,REGIÃO NORDESTE,PIAUÍ,m3,25710.23,21842.045,25394.427,22910.663,27366.085,26956.018,27398.785,29652.125,28963.645,28607.949,30007.087,28838.229,323647.288
ÓLEO DIESEL (m3),2006,REGIÃO NORDESTE,MARANHÃO,m3,57109.738,50306.007,57877.483,52473.315,56932.618,57805.462,60404.341,65675.945,63725.954,63083.052,65294.024,64105.394,714793.333
ÓLEO DIESEL (m3),2006,REGIÃO NORTE,TOCANTINS,m3,30627.905,29354.911,36212.861,33075.748,38255.71,37739.969,39936.014,41654.858,41144.671,40606.018,41556.114,40242.433,450407.212
ÓLEO DIESEL (m3),2006,REGIÃO NORTE,AMAPÁ,m3,18609.6,20750.364,17236.7,12417.65,17054.95,14233.15,13571.25,15848.3,16128.694,21316.55,21400.895,20882.516,209450.619
ÓLEO DIESEL (m3),2006,REGIÃO NORTE,PARÁ,m3,106870.306,97897.743,107696.515,95217.471,105955.767,115821.709,120356.052,132142.883,130813.888,126387.609,126619.836,122192.627,1387972.406
ÓLEO DIESEL (m3),2006,REGIÃO NORTE,RORAIMA,m3,4404.147,4682.298,5197.13,4194.335,4619.072,4043.283,3483.587,4279.835,4764.332,4446.052,4128,4414,52656.071
ÓLEO DIESEL (m3),2006,REGIÃO NORTE,AMAZONAS,m3,66138.107,58767.716,63322.163,57172.278,56165.03,53221.232,54277.02,64394.311,57156.977,57471.909,66362.79,59727.015,714176.548
ÓLEO DIESEL (m3),2006,REGIÃO NORTE,ACRE,m3,12545.27,15457.184,12152.964,11142.22,8875.783,9344.077,10337.183,11648.763,11854.986,11277.174,9104.691,8241.187,131981.482
ÓLEO DIESEL (m3),2006,REGIÃO NORTE,RONDÔNIA,m3,42833.423,41344.84,48692.078,43319.044,42892.103,54426.43,52502.008,55580.042,54011.49,69317.219,69467.456,80245.187,654631.32
QUEROSENE DE AVIAÇÃO (m3),2006,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,m3,19161.848,15700.71,23036.286,19573.242,25995.175,19991.452,19737.83,19764.924,19287.342,20176.487,20292.154,23590.028,246307.478
QUEROSENE DE AVIAÇÃO (m3),2006,REGIÃO CENTRO-OESTE,GOIÁS,m3,1869.211,1425.76,2030.696,1754.592,1889.114,2501.06,3563.817,4363.003,4867.472,3413.039,2925.168,3672.385,34275.317
QUEROSENE DE AVIAÇÃO (m3),2006,REGIÃO CENTRO-OESTE,MATO GROSSO,m3,1761.979,1637.341,1901.015,1593.892,2471.721,1744.874,1912.651,1762.428,1723.078,1884.167,1967.224,2467.278,22827.648
QUEROSENE DE AVIAÇÃO (m3),2006,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,m3,2083.25,1707.261,2344.768,2020.987,2099.288,2077.688,2545.509,2457.521,2189.951,2087.872,2365.035,2442.129,26421.259
QUEROSENE DE AVIAÇÃO (m3),2006,REGIÃO SUL,RIO GRANDE DO SUL,m3,10138.851,9153.255,11355.622,10000.723,11780.982,9877.159,9621.743,9963.595,10994.427,10935.026,11409.753,11483.244,126714.38
QUEROSENE DE AVIAÇÃO (m3),2006,REGIÃO SUL,SANTA CATARINA,m3,5400.692,5194.953,5122.695,4222.743,4551.382,4336.675,4169.087,3869.781,3920.409,3923.069,4011.751,4906.346,53629.583
QUEROSENE DE AVIAÇÃO (m3),2006,REGIÃO SUL,PARANÁ,m3,12036.839,9694.003,11795.007,12768.827,11304.019,10001.458,9862.813,9611.258,10000.228,9956.053,10614.23,10466.005,128110.74
QUEROSENE DE AVIAÇÃO (m3),2006,REGIÃO SUDESTE,SÃO PAULO,m3,182573.72,161351.558,181777.495,155240.601,175058.006,157907.031,157730.397,154066.742,154721.786,160684.308,163703.088,176081.113,1980895.845
QUEROSENE DE AVIAÇÃO (m3),2006,REGIÃO SUDESTE,RIO DE JANEIRO,m3,59110.431,48333.527,62530.006,50794.848,57458.434,49530.951,49090.686,48730.035,48206.453,51567.398,53285.994,58795.274,637434.037
QUEROSENE DE AVIAÇÃO (m3),2006,REGIÃO SUDESTE,ESPÍRITO SANTO,m3,2159.34,1762.294,2367.618,1978.858,2434.295,2360.411,2505.752,2098.852,2139.84,2375.742,2578.907,2694.36,27456.269
QUEROSENE DE AVIAÇÃO (m3),2006,REGIÃO SUDESTE,MINAS GERAIS,m3,10566.63,8745.974,10910.688,9570.6,11345.714,10634.389,11127.956,11086.868,10783.156,10809.186,9697.405,10522.732,125801.298
QUEROSENE DE AVIAÇÃO (m3),2006,REGIÃO NORDESTE,BAHIA,m3,22905.873,19772.283,22430.309,20870.851,20793.389,20195.004,22518.825,21892.878,21477.591,22726.711,22673.046,25314.391,263571.151
QUEROSENE DE AVIAÇÃO (m3),2006,REGIÃO NORDESTE,SERGIPE,m3,908.602,699.385,776.23,595.515,841.488,838.099,857.312,772.909,915.081,1098.271,1060.319,1309.632,10672.843
QUEROSENE DE AVIAÇÃO (m3),2006,REGIÃO NORDESTE,ALAGOAS,m3,3022.076,2359.553,2469.048,2027.521,1734.192,1387.888,2470.035,3002.055,2543.818,2087.481,2200.696,3184.199,28488.562
QUEROSENE DE AVIAÇÃO (m3),2006,REGIÃO NORDESTE,PERNAMBUCO,m3,17975.967,15513.109,17486.717,14620.371,16390.538,14099.204,15378.386,13304.204,12991.813,13607.986,13977.643,15810.946,181156.884
QUEROSENE DE AVIAÇÃO (m3),2006,REGIÃO NORDESTE,PARAÍBA,m3,758.645,663.482,1181.218,1060.57,1140.998,1067.647,1120.713,1358.311,1584.113,1596.999,1528.555,1658.975,14720.226
QUEROSENE DE AVIAÇÃO (m3),2006,REGIÃO NORDESTE,RIO GRANDE DO NORTE,m3,8618.202,6005.303,8488.912,5879.985,6021.256,5191.414,6021.01,7916.32,6383.122,6085.224,6454.085,7762.968,80827.801
QUEROSENE DE AVIAÇÃO (m3),2006,REGIÃO NORDESTE,CEARÁ,m3,12194.264,10068.903,11160.901,9441.509,10766.814,10780.115,12737.716,12508.768,12603.862,14055.079,12900.449,14440.686,143659.066
QUEROSENE DE AVIAÇÃO (m3),2006,REGIÃO NORDESTE,PIAUÍ,m3,982.953,730.77,889.269,756.137,892.85,1010.042,872.033,797.646,745.152,716.683,817.056,1291.426,10502.017
QUEROSENE DE AVIAÇÃO (m3),2006,REGIÃO NORDESTE,MARANHÃO,m3,2194.116,1907.749,2120.066,1898.667,2263.519,2135.908,2653.799,2914.164,2615.136,2903.213,2805.232,3028.752,29440.321
QUEROSENE DE AVIAÇÃO (m3),2006,REGIÃO NORTE,TOCANTINS,m3,385.972,384.073,446.917,379.792,464.261,519.702,494.083,444.662,258.922,492.923,469.181,482.579,5223.067
QUEROSENE DE AVIAÇÃO (m3),2006,REGIÃO NORTE,AMAPÁ,m3,221.074,152.355,219.397,279.627,300.499,225.455,239.268,219.953,212.502,215.003,244.387,374.365,2903.885
QUEROSENE DE AVIAÇÃO (m3),2006,REGIÃO NORTE,PARÁ,m3,7924.898,6759.189,8383.893,7649.402,9086.765,8732.797,8314.874,7785.125,8042.93,8485.699,7879.993,9645.682,98691.247
QUEROSENE DE AVIAÇÃO (m3),2006,REGIÃO NORTE,RORAIMA,m3,373.268,427.683,459.348,550.835,1300.813,415.698,574.779,469.318,544.154,567.06,477.967,1061.691,7222.614
QUEROSENE DE AVIAÇÃO (m3),2006,REGIÃO NORTE,AMAZONAS,m3,10488.566,9295.665,12714.445,11973.031,12410.867,12004.568,12231.576,12399.134,13144.417,12732.398,12158.861,12503.22,144056.748
QUEROSENE DE AVIAÇÃO (m3),2006,REGIÃO NORTE,ACRE,m3,863.43,735.71,862.832,774.66,822.037,639.089,752.434,691.56,674.818,1021.391,1429.302,1338.249,10605.512
QUEROSENE DE AVIAÇÃO (m3),2006,REGIÃO NORTE,RONDÔNIA,m3,2168.304,1764.315,2277.475,1833.815,2467.755,1957.456,1933.96,2059.072,1874.657,2044.761,1876.107,2088.559,24346.236
QUEROSENE ILUMINANTE (m3),2006,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,m3,10,0,0,15,0,0,0,0,0,0,0,0,25
QUEROSENE ILUMINANTE (m3),2006,REGIÃO CENTRO-OESTE,GOIÁS,m3,75,55,60,45,45.6,35.6,35,90,50,45,50,25,611.2
QUEROSENE ILUMINANTE (m3),2006,REGIÃO CENTRO-OESTE,MATO GROSSO,m3,80,22,57,23,58,0,35,0,35,35,30,35,410
QUEROSENE ILUMINANTE (m3),2006,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,m3,15,10,15,16,15,0,22,0,0.024,15.024,0,15,123.048
QUEROSENE ILUMINANTE (m3),2006,REGIÃO SUL,RIO GRANDE DO SUL,m3,290.047,275.32,382.799,263.409,327.521,855.97,325.482,301.336,373.29,323.346,253.542,384.12,4356.182
QUEROSENE ILUMINANTE (m3),2006,REGIÃO SUL,SANTA CATARINA,m3,899.484,559.884,901.176,465.998,618.34,1472.854,511.32,478.851,341.253,373.364,665.681,277.649,7565.854
QUEROSENE ILUMINANTE (m3),2006,REGIÃO SUL,PARANÁ,m3,234.2,134,238.6,223.339,252.832,211.6,211.186,130,143,145.02,84.4,101.149,2109.326
QUEROSENE ILUMINANTE (m3),2006,REGIÃO SUDESTE,SÃO PAULO,m3,970.381,760.291,606.837,434.599,465.842,659.264,437.703,520.609,387.15,376.646,459.887,347.997,6427.206
QUEROSENE ILUMINANTE (m3),2006,REGIÃO SUDESTE,RIO DE JANEIRO,m3,115.724,72.608,69.934,177.582,109.927,183.023,191.643,88.048,60.044,121.853,91.17,114.883,1396.439
QUEROSENE ILUMINANTE (m3),2006,REGIÃO SUDESTE,ESPÍRITO SANTO,m3,14.904,9.972,14.905,4.969,14.906,13.138,4.969,9.955,14.907,9.964,19.912,9.963,142.464
QUEROSENE ILUMINANTE (m3),2006,REGIÃO SUDESTE,MINAS GERAIS,m3,663.282,530.85,693.23,424.18,607.394,723.28,673.265,811.147,566.341,725.142,766.208,642.41,7826.729
QUEROSENE ILUMINANTE (m3),2006,REGIÃO NORDESTE,BAHIA,m3,162.15,172.961,99.2,127.659,133.795,137.509,138.644,138.644,83.036,133.795,127.81,152.719,1607.922
QUEROSENE ILUMINANTE (m3),2006,REGIÃO NORDESTE,SERGIPE,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2006,REGIÃO NORDESTE,ALAGOAS,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2006,REGIÃO NORDESTE,PERNAMBUCO,m3,145,100,100,85,105,80,125,95,90,103,91,83,1202
QUEROSENE ILUMINANTE (m3),2006,REGIÃO NORDESTE,PARAÍBA,m3,15,5,15,5,15,5,5,15,5,10,5,10,110
QUEROSENE ILUMINANTE (m3),2006,REGIÃO NORDESTE,RIO GRANDE DO NORTE,m3,25,25,55,75,40,80,58,60,45,30,55,65,613
QUEROSENE ILUMINANTE (m3),2006,REGIÃO NORDESTE,CEARÁ,m3,115,125,165,75,140,145,108,72,66,92,61,62,1226
QUEROSENE ILUMINANTE (m3),2006,REGIÃO NORDESTE,PIAUÍ,m3,45,50,50,25,60,25,60,40,30,45,45,25,500
QUEROSENE ILUMINANTE (m3),2006,REGIÃO NORDESTE,MARANHÃO,m3,245.05,305.1,264.05,225.1,279.1,250.05,260.1,255.05,180.1,245.05,200,130,2838.75
QUEROSENE ILUMINANTE (m3),2006,REGIÃO NORTE,TOCANTINS,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2006,REGIÃO NORTE,AMAPÁ,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2006,REGIÃO NORTE,PARÁ,m3,34,43,70,36,40,55,49.6,40,40,41.2,30.9,25.4,505.1
QUEROSENE ILUMINANTE (m3),2006,REGIÃO NORTE,RORAIMA,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2006,REGIÃO NORTE,AMAZONAS,m3,195,220,275,225,255,215,165,265,220,235,250,120,2640
QUEROSENE ILUMINANTE (m3),2006,REGIÃO NORTE,ACRE,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2006,REGIÃO NORTE,RONDÔNIA,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
GASOLINA C (m3),2006,REGIÃO NORTE,RONDÔNIA,m3,13372.49,12672.664,14471.711,13452.948,14710.004,15584.612,15637.411,16904.934,16026.644,16127.425,15228.628,16592.24,180781.711
GASOLINA C (m3),2006,REGIÃO NORTE,ACRE,m3,3683.73,3583.686,4053.791,3840.611,4365.55,4312.826,4648.152,5280.805,5390.802,5062.211,4938.235,4965.07,54125.469
GASOLINA C (m3),2006,REGIÃO NORTE,AMAZONAS,m3,23874.409,24049.233,27169.604,25595.804,27765.021,27278.817,26616.953,30515.436,29980.813,29612.681,29329.509,30273.248,332061.528
GASOLINA C (m3),2006,REGIÃO NORTE,RORAIMA,m3,3871.05,3569.9,3973,3713,3784,3868,3650,4494,4816,4299,4120,4187,48344.95
GASOLINA C (m3),2006,REGIÃO NORTE,PARÁ,m3,34142.415,30486.615,34543.228,31907.59,34523.525,35666.096,36170.702,39058.487,40299.446,39189.902,37867.851,42083.52,435939.377
GASOLINA C (m3),2006,REGIÃO NORTE,AMAPÁ,m3,4999,4563.634,4930.3,4746.962,5220.45,5004.981,5171.454,6361.15,6295.55,5728.95,5698.776,5923.55,64644.757
GASOLINA C (m3),2006,REGIÃO NORTE,TOCANTINS,m3,9274.168,9126.852,10461.44,10149.383,11052.455,10898.272,12769.428,12280.624,12832.686,11054.174,10659.19,12700.999,133259.671
GASOLINA C (m3),2006,REGIÃO NORDESTE,MARANHÃO,m3,24606.966,22903.416,24387.656,22408.081,24178.234,24316.361,25472.805,27797.27,27950.923,27234.328,26156.037,28939.661,306351.738
GASOLINA C (m3),2006,REGIÃO NORDESTE,PIAUÍ,m3,16166.768,13838.55,15078.567,14342.104,15457.225,15972.88,16362.484,17280.31,17622.934,17356.141,16932.743,19309.941,195720.647
GASOLINA C (m3),2006,REGIÃO NORDESTE,CEARÁ,m3,43037.169,40439.56,41269.087,41593.268,43525.892,41951.551,43689.199,47237.621,47368.793,45943.036,44867.955,49644.948,530568.079
GASOLINA C (m3),2006,REGIÃO NORDESTE,RIO GRANDE DO NORTE,m3,22392.975,20454.012,22047.198,19917.74,22080.884,21508.137,21200.975,23818.261,23103.033,23560.661,22253.955,24301.89,266639.721
GASOLINA C (m3),2006,REGIÃO NORDESTE,PARAÍBA,m3,23390.01,21107.435,22563.559,22014.256,22652.662,23345.842,22785.782,23983.604,24829.84,24748.685,23321.096,26265.723,281008.494
GASOLINA C (m3),2006,REGIÃO NORDESTE,PERNAMBUCO,m3,53410.625,48269.086,54198.108,48089.162,52451.084,51703.446,51273.862,56263.791,56544.898,56428.066,52857.826,56155.612,637645.566
GASOLINA C (m3),2006,REGIÃO NORDESTE,ALAGOAS,m3,14617.244,13334.571,14052.145,13143.952,13682.648,13450.721,13172.839,14916.184,15412.009,14563.436,13945.211,14608.427,168899.387
GASOLINA C (m3),2006,REGIÃO NORDESTE,SERGIPE,m3,14528.708,13513.511,14606.112,13096.554,13938.153,13993.842,12725.708,14968.474,14800.735,14249.283,14354.027,16039.42,170814.527
GASOLINA C (m3),2006,REGIÃO NORDESTE,BAHIA,m3,87909.025,80039.184,84084.437,77102.471,82375.676,83018.146,79469.698,85806.245,85456.551,82347.016,81432.766,97384.019,1006425.234
GASOLINA C (m3),2006,REGIÃO SUDESTE,MINAS GERAIS,m3,215849.058,202865.435,219810.316,213519.19,224399.326,217836.75,223555.746,233897.268,230777.2,228967.191,222944.642,263628.438,2698050.56
GASOLINA C (m3),2006,REGIÃO SUDESTE,ESPÍRITO SANTO,m3,38047.083,37384.62,38645.678,35526.199,37386.298,36037.79,37609.162,38434.983,39571.899,38608.964,38298.898,46093.57,461645.144
GASOLINA C (m3),2006,REGIÃO SUDESTE,RIO DE JANEIRO,m3,143298.23,135486.217,143692.262,134728.726,136725.717,129622.307,132452.49,137297.772,140474.817,137164.8,133889.827,155969.821,1660802.986
GASOLINA C (m3),2006,REGIÃO SUDESTE,SÃO PAULO,m3,540321.394,550134.084,615765.614,599551.824,611857.529,574508.006,559654.244,605442.046,590027.422,588774.628,567319.629,638304.319,7041660.739
GASOLINA C (m3),2006,REGIÃO SUL,PARANÁ,m3,132396.745,131399.34,141531.235,135684.076,137112.974,130725.529,130068.334,140252.634,137611.486,138167.385,134882.847,155973.816,1645806.401
GASOLINA C (m3),2006,REGIÃO SUL,SANTA CATARINA,m3,125393.67,125005.441,134355.115,122908.433,114276.604,112181.357,116427.353,120762.825,126573.571,119669.492,116209.546,144765.067,1478528.474
GASOLINA C (m3),2006,REGIÃO SUL,RIO GRANDE DO SUL,m3,157783.341,154399.325,157208.088,151967.267,157303.305,153090.689,151160.03,159725.507,157858.45,158470.149,155948.186,183275.558,1898189.895
GASOLINA C (m3),2006,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,m3,25568.397,24471.589,26985.866,25488.934,26270.849,24418.53,26182.403,28013.506,28613.865,26981.736,25838.578,29872.876,318707.129
